Sea_area,Observation Date,Temperature,Salinity,Dissolved Oxygen,Phosphate Phosphorus,Nitrous Acid Nitrogen,Nitric Acid Nitrogen,Silicic Acid Silicon
동해,2009-08,24.816,32.3942,4.8759,0.561,0.0315,0.3024,1.714
동해,2009-08,25.9245,31.6329,5.0012,,,,
동해,2009-08,25.0328,32.0288,7.5523,,,,
동해,2009-08,24.2899,32.0043,6.0692,,,,
동해,2009-08,24.2862,32.1928,5.601,,,,
동해,2009-08,24.3884,33.0034,5.6055,,,,
동해,2009-08,25.1985,33.5556,5.5928,0.0323,,2.2143,2.0511
동해,2009-08,25.0149,33.2558,5.4539,,,,
동해,2009-08,24.9254,33.0258,5.3245,,,2.1429,3.1513
동해,2009-08,25.2744,33.581,5.1032,,,,
동해,2009-08,25.7521,33.0479,4.9094,,,,
동해,2009-08,25.7854,33.0847,4.5995,0.8197,0.0569,0.5359,1.262
동해,2009-08,24.7339,32.3188,5.2205,,,,
동중국해,2009-08,27.13,31.06,4.6716,0.1,0.378,4.7669,1.1002
동중국해,2009-08,27.54,30.89,4.9228,0.4883,0.3556,5.6207,1.9943
동중국해,2009-08,27.44,31.26,4.9,0.1,0.3295,5.0605,2.105
동중국해,2009-08,28.22,32.77,,0.0981,0.3201,1.8016,2.2432
동중국해,2009-08,27.5,30.18,5.0363,0.0868,0.3108,0.4042,3.4693
동중국해,2009-08,27.73,30.79,,0.1056,0.3052,,7.3963
동중국해,2009-08,28.07,31.22,4.9221,0.0981,0.3127,0.6508,4.7599
동중국해,2009-08,28.41,31.35,,0.1019,0.3201,,3.4416
동중국해,2009-08,28.79,29.32,5.3104,0.0755,0.3201,5.787000000000001,1.6717
동중국해,2009-08,27.46,31.03,,0.1471,0.3351,5.4023,0.9066
동중국해,2009-08,30.08,31.17,4.8657,0.0868,0.3313,1.1383,2.2248
동중국해,2009-08,30.1,32.34,4.8429,0.3601,0.3369,2.8934,2.5751
동중국해,2009-08,28.62,31.72,,0.0868,0.3425,,2.5751
동중국해,2009-08,29.31,31.27,5.1742,0.0924,0.3089,1.8734,5.3591
동중국해,2009-08,28.42,30.23,,0.0528,0.3537,,7.1382
동중국해,2009-08,28.32,29.3,4.7401,0.0717,0.3462,1.9721,8.4196
동중국해,2009-08,28.02,28.49,,0.0623,0.3108,,6.8432
동중국해,2009-08,27.69,27.11,4.728,0.0924,0.3332,3.4093,8.8528
동중국해,2009-08,27.34,27.19,,0.1151,0.3164,,5.9859
동중국해,2009-08,26.24,28.11,5.5851,0.1452,0.3798,3.168,1.8192
동중국해,2009-08,27.42,27.54,4.6028,0.0811,0.3369,2.7952,1.5887
동중국해,2009-08,26.18,29.36,4.683,0.0943,0.5458,2.2571,4.05
동중국해,2009-08,27.58,27.31,4.9793,0.0981,0.3481,1.8849,1.3859
동중국해,2009-08,27.62,27.2,,0.1282,0.3201,,2.1511
동중국해,2009-08,28.79,26.82,5.0825,0.1245,0.3388,1.5005,5.9859
동해,2009-08,25.5648,33.0552,4.3877,,,,
동해,2009-08,25.4881,33.8677,5.0179,,,,
동중국해,2009-08,28.36,30.59,,0.0642,0.3276,,6.5851
동중국해,2009-08,28.52,30.89,4.9,0.0698,0.3108,1.9172,5.3037
동해,2009-08,15.7814,33.7199,5.3081,,0.0714,2.2857,1.1963
동중국해,2009-08,28.56,30.87,,0.0736,0.3127,,4.1607
동해,2009-08,15.8513,33.3777,5.4576,,,,
동해,2009-08,22.7825,33.4864,5.455,0.0645,,2.1429,1.8885
동해,2009-08,17.7941,33.3897,6.5912,,,,
동중국해,2009-08,28.76,30.91,4.7399,0.0924,0.3313,1.0004,8.7053
동중국해,2009-08,29.18,31.44,,0.0905,0.3388,,2.3078
동해,2009-08,15.3878,33.4022,6.7618,,,,
동중국해,2009-08,29.14,32.17,4.8198,0.0679,0.3518,1.0641,2.8056
동해,2009-08,16.0469,33.3356,6.2927,,,,2.632
동해,2009-08,18.7938,32.7935,4.0698,,,,
동중국해,2009-08,29.19,32.51,4.9337,0.0792,0.3239,0.1725,3.3402
동해,2009-08,17.8681,33.6555,5.1731,0.0323,,2.1429,2.6576
동해,2009-08,16.2418,33.175,5.9141,0.129,,2.2857,2.548
동해,2009-08,17.5552,32.925,5.6007,,,,
동해,2009-08,19.6475,32.7396,5.7762,,,2.3571,1.9151
동해,2009-08,23.6685,32.6448,5.0373,,,,
동해,2009-08,21.5188,33.1586,5.0153,,,2.2143,2.6058
남해,2009-08,25.321,31.1277,5.66,0.0233,0.02,4.5392,3.047
남해,2009-08,25.8222,31.4757,5.545,,,,
동해,2009-08,17.0984,33.3153,5.8149,,,,
남해,2009-08,26.0299,31.5428,5.43,0.049,0.02,5.4771,3.683
동해,2009-08,25.2193,32.2462,4.8252,,,2.2143,2.1953
남해,2009-08,27.5668,32.5738,4.68,0.0511,0.08900000000000001,4.8966,2.986
남해,2009-08,25.9044,31.4203,4.995,,,,
남해,2009-08,25.2932,31.4881,5.31,0.0776,0.083,4.5469,5.6770000000000005
동해,2009-08,24.8874,32.3052,5.8802,,,2.1429,1.9914
남해,2009-08,24.8272,31.3091,5.325,,,,
동해,2009-08,24.3298,33.0672,5.8247,,,,
남해,2009-08,26.034,31.4391,5.34,0.0511,0.02,5.0176,3.2030000000000003
동해,2009-08,24.7096,33.1357,4.6958,,,2.1429,1.3136
남해,2009-08,26.3858,31.3138,5.3325,,,,
남해,2009-08,25.4448,30.7878,5.365,,,,
동해,2009-08,25.0444,32.4124,4.7615,,,,
남해,2009-08,27.6496,32.3179,5.0425,,,,
동해,2009-08,25.2234,32.5452,4.9193,,,2.1429,2.2663
남해,2009-08,26.653,31.9721,4.72,0.0845,0.05,4.638,2.6260000000000003
남해,2009-08,28.5703,31.9452,4.82,,,,
동해,2009-08,24.5282,32.9874,5.0278,,,,
남해,2009-08,28.2015,32.9345,4.87,,,,
동해,2009-08,25.3099,32.7077,5.3829,,,,
남해,2009-08,28.3638,32.8995,4.92,0.0037,0.147,3.2616,2.428
동해,2009-08,25.2113,33.2215,5.4424,,,2.0714,1.3086
남해,2009-08,29.1954,31.8659,5.25,,,,
동해,2009-08,25.0731,33.1711,5.2267,,,,
남해,2009-08,27.2216,32.0339,5.58,0.0591,0.048,6.5621,4.399
동해,2009-08,24.9389,33.1439,5.0734,0.8270000000000001,0.0275,0.2473,1.3905
남해,2009-08,27.471,32.2491,5.72,,,,
동해,2009-08,24.9386,33.8759,5.1038,,,,
남해,2009-08,27.4564,31.1702,5.86,0.0595,0.02,9.4681,4.02
남해,2009-08,26.7465,30.7855,6.015,,,,
동해,2009-08,25.1077,32.6065,5.5161,0.0323,,2.0714,1.2587
남해,2009-08,26.2573,30.7667,6.0925,,,,
남해,2009-08,25.8195,31.3572,6.1312,,,,
동해,2009-08,24.9692,33.2299,4.6775,,,,
남해,2009-08,25.6412,31.5974,6.17,0.0532,0.09,11.2669,3.889
남해,2009-08,26.5247,31.5532,5.48,,,,
동해,2009-08,25.2811,33.3347,4.6873,0.0323,,2.1429,1.0695
동해,2009-08,24.7069,33.2731,4.8034,,,,
동해,2009-08,24.5805,33.3248,5.1299,,,,
동해,2009-08,24.7667,33.0359,5.278,0.0323,,2.0714,1.3116
동해,2009-08,25.2153,33.3017,4.7605,,,,
동해,2009-08,24.8267,33.1088,5.0414,0.0323,,2.1429,1.3127
동해,2009-08,24.7548,33.0514,5.0866,,,,
동해,2009-08,25.2619,33.0325,5.2068,,,2.1429,1.3336
남해,2009-08,26.1938,31.4295,4.79,0.001,0.041,5.7193,2.792
동해,2009-08,25.3449,33.1414,5.0473,,,,
남해,2009-08,26.3523,30.0801,5.25,,,,
남해,2009-08,26.9615,29.8449,5.71,0.0324,0.013,4.0229,2.884
동해,2009-08,26.4337,33.6792,5.4931,0.7667,0.0494,0.2761,1.6394
남해,2009-08,26.8348,31.1348,5.32,0.0438,0.03,8.2275,3.357
동해,2009-08,25.2182,33.0419,5.1379,,,,
남해,2009-08,27.3997,31.4559,5.005,,,,
동해,2009-08,25.5011,33.1678,5.0286,,,2.2143,1.6153
남해,2009-08,28.3299,32.0616,4.69,0.0686,0.06,2.5925,2.093
남해,2009-08,29.0566,32.5918,4.62,,,,
남해,2009-08,29.1334,32.4786,4.55,0.0817,0.042,2.9945,4.703
남해,2009-08,29.2445,33.0787,4.57,,,,
남해,2009-08,29.2332,32.7162,4.59,0.0444,0.11,3.1064,3.427
남해,2009-08,28.6045,31.1563,4.74,,,,
남해,2009-08,28.6871,31.3114,4.89,0.1458,0.162,3.3638,3.725
남해,2009-08,28.3834,31.1024,5.12,,,,
남해,2009-08,27.313,29.7627,5.35,0.0698,0.093,6.3397,2.6710000000000003
남해,2009-08,28.1545,29.3638,5.51,,,,
남해,2009-08,27.7874,29.9462,5.24,0.1054,0.005,9.8398,3.623
남해,2009-08,27.5639,29.9504,5.24,,,,
남해,2009-08,27.8151,30.4755,4.93,,,,
남해,2009-08,27.4972,30.3009,4.66,0.22,0.141,2.2842,2.768
남해,2009-08,27.4217,29.9115,4.75,,,,
남해,2009-08,27.42,30.0688,5.78,0.1069,0.093,5.9531,2.742
남해,2009-08,27.3169,30.0549,5.675,,,,
남해,2009-08,27.2948,29.9132,5.57,0.2896,0.043,5.6065,4.806
남해,2009-08,27.6687,29.9115,5.315,,,,
남해,2009-08,27.5901,29.3211,5.06,0.0655,0.045,3.9115,3.037
남해,2009-08,26.7028,31.5258,5.375,,,,
남해,2009-08,25.0947,30.8667,5.69,0.1112,0.101,5.4069,3.232
남해,2009-08,25.6006,30.0246,5.5,,,,
남해,2009-08,22.3525,30.9137,5.31,0.2145,0.157,9.3707,6.567
남해,2009-08,21.5147,32.059,5.405,,,,
서해,2009-08,25.107,30.652,,,,,
서해,2009-08,24.384,30.463,5.6547,0.1235,0.0423,1.2781,6.1645
서해,2009-08,23.978,30.806,,,,,
서해,2009-08,22.796,31.394,6.0962,0.1544,0.0304,12.0896,7.2688
서해,2009-08,23.009,31.338,,,,,
서해,2009-08,24.121,30.811,5.3556,0.1591,0.0253,1.6269999999999998,5.582999999999998
서해,2009-08,23.755,30.85,,,,,
서해,2009-08,25.878,30.3,4.9283,0.1528,0.0215,0.855,5.1205
서해,2009-08,25.593000000000004,30.329,5.0422,,,,
동중국해,2010-08,28.06,25.87,5.1496,0.0022,0.0035,10.016,10.4477
동중국해,2010-08,28.51,25.53,5.232,0.0011,0.005,8.232000000000001,8.8103
동중국해,2010-08,28.95,28.22,4.8483,0.0025,0.0018,2.06,0.8983
동중국해,2010-08,28.96,26.77,4.604,0.0036,0.0024,6.108,1.8419
동중국해,2010-08,29.61,25.26,4.5452,0.0018,0.0035,3.406,4.9394
동중국해,2010-08,29.83,26.83,4.7151,0.002,0.002,5.852,2.9558
동중국해,2010-08,28.82,27.97,4.7125,0.0016,0.0026,5.595,8.8926
동중국해,2010-08,29.08,28.86,4.7681,,0.0016,3.73,6.4721
동중국해,2010-08,28.72,29.99,4.9055,0.0014,,5.125,7.8429
동중국해,2010-08,28.86,29.88,4.9041,0.0012,0.0012,3.258,8.0788
동중국해,2010-08,29.04,31.59,4.7108,,0.0013,6.207000000000002,1.8475
동중국해,2010-08,29.51,31.38,4.6279,0.0028,0.0012,2.732,4.2401
동중국해,2010-08,29.34,30.26,4.6571,,,1.79,6.0813
동중국해,2010-08,28.72,29.99,4.9341,0.0054,,3.76,4.73
동중국해,2010-08,29.42,29.12,4.7976,0.003,0.0012,3.468,4.6253
동중국해,2010-08,29.19,29.36,4.7917,0.0023,0.0012,3.455,4.7677
동중국해,2010-08,29.33,28.28,4.6306,0.0024,0.0021,8.12,6.098
동중국해,2010-08,29.17,27.66,4.5738,0.0014,0.0022,6.7639999999999985,1.7358
동중국해,2010-08,29.31,30.4,4.9333,,0.0011,5.75,2.5957
동중국해,2010-08,29.17,30.74,4.96,0.0032,0.0018,1.422,2.0974
동중국해,2010-08,28.19,30.65,4.4086,,0.0012,3.813,7.6991
동중국해,2010-08,28.86,30.12,4.7923,0.0015,0.0021,4.336,6.8016
동중국해,2010-08,28.86,28.39,4.8238,0.0012,0.005,8.305,18.3876
동중국해,2010-08,28.62,29.44,4.8787,0.0118,0.0049,4.072,17.55
서해,2010-08,23.091,31.293000000000006,5.6032,0.1432,0.091,2.8063,1.5302
서해,2010-08,25.955,31.63,,,,,
동중국해,2010-08,29.11,30.0,5.4277,0.0019,0.0074,1.882,14.0254
서해,2010-08,28.057,32.051,4.8671,0.0711,0.0458,1.2842,1.6378
동중국해,2010-08,29.3,31.12,4.9607,0.0206,0.0043,1.71,16.8772
서해,2010-08,28.367,32.158,,,,,
동중국해,2010-08,29.32,29.78,5.319,0.0014,,2.326,
서해,2010-08,28.273000000000003,31.811,4.8742,0.01,0.0337,0.3668,3.3141
동중국해,2010-08,29.56,30.42,4.7634,0.0021,0.0013,3.252,3.7026
서해,2010-08,28.712,31.43,,,,,
서해,2010-08,28.415,31.448,4.7885,0.01,0.0282,1.7463,2.0855
동중국해,2010-08,29.02,30.31,5.1591,0.003,,1.485,4.9841
동중국해,2010-08,28.25,30.54,5.1862,,,2.448,5.2661
서해,2010-08,28.128,31.335,4.7313,,,,
동중국해,2010-08,29.07,30.4,5.0448,,,1.844,4.0446
동중국해,2010-08,29.11,30.16,4.9327,,0.001,2.766,4.7286
서해,2010-08,28.73,31.426,4.6312,0.0648,0.0562,1.5917,1.8097
서해,2010-08,28.492,31.277,,,,,
서해,2010-08,28.607,31.322,4.8528,0.1859,0.0533,0.7667,1.3423
서해,2010-08,28.597,31.817,,,,,
서해,2010-08,28.332,32.168,4.9028,0.0682,0.0248,0.7634,1.1521
서해,2010-08,28.225,31.914,,,,,
서해,2010-08,26.928,31.441,5.1673,0.11,0.0783,0.7634,5.8972
서해,2010-08,26.248,31.099,,,,,
서해,2010-08,25.333,31.008000000000006,4.6384,0.2966,0.0789,1.9603,11.3249
서해,2010-08,26.733,28.64,4.5955,0.4169,0.0906,1.8115,9.761
서해,2010-08,27.508000000000006,31.573,,,,,
서해,2010-08,27.487,31.121,4.7956,0.2303,0.0432,1.9121,4.1725
서해,2010-08,28.067,31.299,,,,,
서해,2010-08,28.018,31.526,4.91,0.01,0.0435,0.7558,3.965
서해,2010-08,28.203000000000007,31.488000000000003,,,,,
서해,2010-08,28.083,30.988000000000003,4.7384,0.0634,0.0765,1.1368,3.3868
서해,2010-08,28.721,32.039,,,,,
서해,2010-08,28.599,30.966,4.7527,0.509,0.0274,1.0744,1.1602
서해,2010-08,28.622,31.463,4.767,,,,
서해,2010-08,28.702,32.056,4.6169,0.6203,0.0175,1.0993,0.6182
서해,2010-08,28.646,31.971,4.717,0.4709,0.0363,0.754,0.74
서해,2010-08,28.623,31.607,4.6527,0.1375,0.1043,0.2362,4.4599
서해,2010-08,28.465,32.085,,,,,
서해,2010-08,28.529,31.718000000000004,,,,,
서해,2010-08,27.994,31.728,5.0029,0.2709,0.0536,0.8278,3.2601
서해,2010-08,27.986,31.735,,,,,
서해,2010-08,27.255,31.839,5.1458,0.0843,0.0292,1.5047,1.5597
서해,2010-08,24.513,31.808000000000003,,,,,
서해,2010-08,22.644,31.824,5.7747,0.501,0.071,1.0518,3.0855
서해,2010-08,25.144,30.654,,,,,
서해,2010-08,28.096,30.659,4.8028,0.568,0.0594,0.8335,3.5951
서해,2010-08,27.424,30.649,,,,,
서해,2010-08,28.603,31.535,4.5669,0.2478,0.0538,1.2525,4.7549
서해,2010-08,28.679,31.649,4.7027,,,,
서해,2010-08,28.814,31.383000000000006,4.6098,,,,
서해,2010-08,28.072,31.117,4.8028,0.1374,0.0652,0.6385,4.0125
서해,2010-08,28.294,31.101,,,,,
서해,2010-08,26.551,30.591,4.8528,0.0623,0.0409,1.3008,1.4277
서해,2010-08,23.612,31.646,,,,,
서해,2010-08,26.161,30.068,5.2816,0.3307,0.0865,2.3909,2.2081
서해,2010-08,26.167,29.929,,,,,
서해,2010-08,27.259,28.501,4.9743,0.4902,0.1546,4.0811,2.1803
서해,2010-08,28.199,27.759,,,,,
남해,2010-08,27.16,29.3111,6.0474,0.2387,0.35,8.1571,6.649
남해,2010-08,27.8558,28.6396,5.8358,,,,
남해,2010-08,27.599,27.7479,5.6241,0.0548,0.2429,4.4,0.1601
남해,2010-08,27.431,28.2738,6.1684,0.0355,0.1143,3.4286,2.1008
남해,2010-08,26.6377,28.7028,6.3347,,,,
남해,2010-08,24.6888,30.8515,6.501,0.0581,0.0857,1.5714,0.9858
남해,2010-08,24.3637,31.3997,6.4405,,,,
남해,2010-08,23.8244,31.0489,6.38,0.0645,0.0857,0.6929,1.7539
남해,2010-08,25.5836,31.2951,6.4103,,,,
남해,2010-08,25.6694,28.1187,5.9114,,,,
남해,2010-08,26.755,28.2483,5.797999999999999,,,,
동해,2010-08,23.9295,31.6714,4.9069,,,0.7143,1.5161
남해,2010-08,27.2411,28.299,5.6846,0.0452,0.15,2.4143,3.0865
남해,2010-08,27.8418,30.0981,5.6543,,,,
동해,2010-08,24.1268,31.8311,4.8855,,,,
남해,2010-08,27.5101,29.9309,5.6392,,,,
동해,2010-08,23.7174,32.4935,4.902,,,0.7857,2.8387
남해,2010-08,27.7149,29.7608,5.6241,0.0935,0.25,1.8714,4.7775
동해,2010-08,24.6204,31.7206,4.8469,,,,
남해,2010-08,27.6974,29.3996,5.4124,,,,
동해,2010-08,25.0456,32.1641,4.7993,,,1.7143,1.8065
남해,2010-08,28.1302,29.2427,5.2008,0.0516,0.1929,1.4429,4.5599
동해,2010-08,24.7958,32.3811,4.815,,,,
동해,2010-08,25.5499,33.4151,4.7244,,,2.5,2.2903
동해,2010-08,26.6548,33.3603,4.6386,,,3.5714,2.129
남해,2011-08,24.6593,29.161,6.438,0.1573,0.446,3.398,11.823
남해,2011-08,25.7304,32.1142,,,,,
남해,2011-08,26.7453,31.6912,4.8929,0.0695,0.071,0.221,8.097999999999999
동중국해,2011-08,22.6539,30.4085,5.3719,0.015,0.5162,10.6418,9.902
동중국해,2011-08,21.9808,30.3407,4.6586,0.0169,0.4991,7.8519,8.281
동중국해,2011-08,22.8362,30.8851,4.2074,0.0173,0.2917,4.6633,7.497999999999998
남해,2011-08,26.1432,31.8078,4.8071,0.1161,0.086,0.081,9.232
동중국해,2011-08,20.9097,31.099,5.2891,0.0336,0.028999999999999998,5.404,8.4
남해,2011-08,25.9847,31.9524,,,,,
남해,2011-08,25.4711,31.7883,5.2935,0.0322,0.075,0.12,4.624
동중국해,2011-08,20.5488,31.2108,5.2026,0.0111,0.1079,4.0251,7.216
남해,2011-08,25.102,31.4841,,,,,
동중국해,2011-08,21.3566,31.2157,5.2041,0.0157,0.2023,3.0087,9.308
남해,2011-08,26.0675,29.4003,5.7513,0.0664,0.075,0.091,3.3110000000000004
동중국해,2011-08,21.2097,31.9334,5.5369,0.0385,0.0846,1.0314,9.558
남해,2011-08,25.9777,30.3329,,,,,
남해,2011-08,25.394,29.8516,,,,,
동중국해,2011-08,20.0002,31.8228,4.6302,0.027999999999999997,0.2839,3.1711,11.629
남해,2011-08,25.0967,32.1758,,,,,
동중국해,2011-08,22.316,32.0898,5.2832,0.0113,0.0179,0.745,17.836
남해,2011-08,24.4457,31.6302,4.9215,0.0851,0.11199999999999999,0.7759999999999999,8.277999999999999
남해,2011-08,25.4757,31.4817,,,,,
동중국해,2011-08,26.9409,33.6019,3.2949,0.0182,0.1066,0.0644,16.783
동중국해,2011-08,26.7706,33.3903,5.3163,0.0113,0.0958,0.2812,3.1860000000000004
남해,2011-08,26.9316,31.622,,,,,
남해,2011-08,26.7703,31.7346,4.7784,0.0299,0.078,0.524,8.242
남해,2011-08,26.7117,31.1656,,,,,
남해,2011-08,25.21,32.3502,5.0932,0.0563,0.071,0.11,9.611
남해,2011-08,25.1871,32.3829,,,,,
남해,2011-08,25.3467,32.0438,5.3221,0.1022,0.049,0.053,9.573
남해,2011-08,26.5769,30.9593,,,,,
남해,2011-08,26.573,31.4136,5.1789999999999985,0.099,0.047,0.113,6.84
남해,2011-08,25.3206,31.6574,,,,,
남해,2011-08,25.6626,31.8901,,,,,
남해,2011-08,23.3121,31.651,,,,,
남해,2011-08,22.1256,31.5332,5.8371,0.0501,0.09,0.898,6.362
남해,2011-08,24.1288,31.5444,,,,,
남해,2011-08,25.6648,31.2987,5.3507,0.0384,0.14400000000000002,0.904,5.16
남해,2011-08,23.4326,30.9676,,,,,
남해,2011-08,23.1815,30.6117,5.551,0.0656,0.11800000000000001,0.555,6.6370000000000005
남해,2011-08,23.9977,30.4629,,,,,
남해,2011-08,24.0067,30.7206,5.5796,0.0804,0.159,0.099,1.747
남해,2011-08,22.9718,30.3204,,,,,
남해,2011-08,23.9498,30.28,5.7513,0.0967,0.32299999999999995,3.0460000000000003,2.184
남해,2011-08,23.4896,30.7779,,,,,
남해,2011-08,24.2511,31.2653,5.0932,0.0928,0.152,0.172,1.158
남해,2011-08,24.1067,31.3085,,,,,
남해,2011-08,23.5964,30.0027,,,,,
남해,2011-08,23.5772,29.9928,5.2363,0.0501,0.48100000000000004,5.392,4.71
남해,2011-08,22.6047,30.8747,,,,,
남해,2011-08,23.2547,30.6541,5.551,0.1729,0.12300000000000001,0.868,5.045
남해,2011-08,23.6637,31.4029,,,,,
남해,2011-08,23.3549,31.7801,5.0932,0.0858,0.107,0.622,6.879
남해,2011-08,23.4072,31.7668,,,,,
남해,2011-08,25.4744,32.9993,4.9501,0.0858,0.07200000000000001,0.086,4.398
남해,2011-08,27.2104,33.8038,,,,,
남해,2011-08,27.7979,33.8634,4.5209,0.0804,0.145,0.52,2.036
동중국해,2011-08,25.3038,33.7035,3.4963,0.0116,0.1194,0.1496,3.596
남해,2011-08,26.3907,32.0381,,,,,
동중국해,2011-08,25.0973,33.5849,4.0902,0.0373,0.1821,2.6559,4.41
남해,2011-08,25.2106,32.2609,4.9787,0.068,0.1,0.109,5.8
동중국해,2011-08,25.0496,33.3707,4.6001,0.0163,0.1489,8.3721,4.039
남해,2011-08,25.1254,31.8049,,,,,
남해,2011-08,25.4145,31.9374,5.6941,0.1371,0.055999999999999994,0.121,6.0120000000000005
동중국해,2011-08,25.4603,33.3847,4.6262,0.0071,0.161,1.3259999999999998,2.797
동중국해,2011-08,24.8626,33.2191,4.6296,0.4886,0.1166,5.6814,1.975
동중국해,2011-08,25.7949,32.238,5.1467,0.0094,0.1625,4.7855,4.5280000000000005
동중국해,2011-08,24.7127,32.707,4.7139,0.02,0.1709,5.9201,2.276
동중국해,2011-08,25.3808,31.3669,5.0825,0.0119,0.3566,0.3764,5.8439999999999985
동중국해,2011-08,24.8633,31.1683,5.2006,0.0113,0.09699999999999999,3.533,5.083
남해,2011-08,23.6595,31.5734,5.2363,0.0198,0.146,0.472,7.882999999999999
동중국해,2011-08,24.9493,30.2696,5.0302,0.012,0.19699999999999998,0.471,6.322
남해,2011-08,22.8441,31.3092,,,,,
남해,2011-08,19.3432,32.2699,5.3221,0.1239,0.217,2.511,6.74
남해,2011-08,19.889,32.376999999999995,,,,,
동중국해,2011-08,24.6538,30.1727,5.2847,0.0133,0.6323,5.6977,6.691
동중국해,2011-08,25.3769,31.3398,5.2572,0.0059,0.2712,0.6798,2.148
동중국해,2011-08,25.8226,31.9392,4.9732,0.0049,0.0961,0.1289,1.036
동중국해,2011-08,26.4875,32.7858,4.9732,0.0062,0.0613,0.1257,0.639
동중국해,2011-08,26.9777,33.541,5.2832,0.0062,0.0415,0.4685,0.767
동중국해,2011-08,26.8762,33.6711,4.7161,0.0085,0.0328,0.1472,0.887
동중국해,2011-08,26.9705,33.6033,4.7117,0.0079,0.0716,0.1544,0.944
동중국해,2011-08,26.6048,33.8491,4.5714,0.0252,0.0424,0.0056,1.888
동중국해,2011-08,26.9215,33.9447,4.0865,0.0177,0.018000000000000002,0.116,2.73
동중국해,2011-08,26.3092,33.9392,4.6611,0.0186,0.026000000000000002,0.127,2.362
동중국해,2011-08,26.9149,33.9301,4.5415,0.0148,0.039,0.005,3.286
동해,2011-08,24.1446,31.9619,5.4399,,,2.43,1.6429
동해,2011-08,24.5505,32.1087,5.7435,,,,
동해,2011-08,24.0864,32.2747,6.545,,0.2143,2.3571,1.5
동해,2011-08,24.8459,33.0102,5.6954,,,,
동해,2011-08,24.9851,33.6527,5.0597,0.0323,0.0714,1.8571,2.7857
동해,2011-08,24.8071,33.3171,5.9308,,,,
동해,2011-08,24.8521,33.4538,5.5134,,0.0714,1.4286,2.7857
동해,2011-08,23.8653,32.8421,6.016,0.0645,,1.8571,2.0
동해,2011-08,23.9827,32.6219,6.3139,,,,
동해,2011-08,24.2542,32.3741,5.2014,0.0645,,1.7857,2.5
동해,2011-08,24.1233,32.6329,5.9385,,,,
동해,2011-08,24.2667,32.998000000000005,5.7444,0.0323,0.0714,1.5,2.75
동해,2011-08,24.231,32.2051,6.356,,,,
동해,2011-08,24.5096,32.6889,6.2685,0.2903,0.2143,3.1429,5.1786
동해,2011-08,24.1196,32.3928,5.7863,,,,
동해,2011-08,24.0376,31.5888,6.2231,0.7742,,11.5,10.1071
동해,2011-08,24.157,31.6514,5.2502,,,,
동해,2011-08,24.979,31.5805,4.856,,,,
동해,2011-08,24.3785,32.7773,4.8766,0.7097,,10.0714,9.75
동해,2011-08,23.8791,32.5835,4.8963,,,,
동해,2011-08,23.9887,32.6565,4.8843,0.2258,,1.8571,3.4286
동해,2011-08,24.8875,33.1577,4.8474,,,,
동해,2011-08,24.3963,32.9827,4.8509,0.0323,0.0714,1.5714,2.8929
동해,2011-08,25.0106,33.3468,4.7818,,,,
동해,2011-08,24.6355,33.1578,4.8178,,,1.4286,3.1429
동해,2011-08,24.394,33.4638,4.8296,,,,
동해,2011-08,24.4937,33.4054,4.8243,0.0645,0.0714,1.5714,4.2857
동해,2011-08,24.1712,33.0941,4.8586,,,,
동해,2011-08,24.2832,33.088,4.8497,0.0323,,2.5,3.1429
동해,2011-08,24.3985,33.0448,4.8715,,,,
동해,2011-08,24.8258,32.9358,4.8364,,,,
동해,2011-08,24.5289,32.5064,4.846,0.8387,0.1429,13.4286,13.6429
서해,2011-08,21.59,31.4,,,,,
서해,2011-08,22.64,30.74,5.4542,0.2836,0.1199,4.96,6.2087
동해,2011-08,24.5035,32.7588,4.8394,,,,
서해,2011-08,23.4,30.64,,,,,
서해,2011-08,22.66,31.44,5.7099,0.1837,0.1044,4.402,7.6696
동해,2011-08,24.8615,32.8891,4.8054,,,1.2143,2.4286
서해,2011-08,23.2,30.49,,,,,
동해,2011-08,24.6098,33.1247,4.8165,,,,
서해,2011-08,23.05,30.89,5.5678,0.2659,1.1598,4.618,7.0870000000000015
동해,2011-08,24.4363,33.5815,4.8238,0.0323,0.0714,1.2143,2.75
서해,2011-08,23.31,30.55,,,,,
서해,2011-08,23.58,30.495,5.4826,0.267,0.1433,6.395,5.1478
동해,2011-08,24.6739,32.8995,4.822,,,,
서해,2011-08,23.24,30.81,5.3406,,,,
동해,2011-08,24.7725,32.3031,4.8574,,,1.4286,3.1071
동해,2011-08,24.4273,32.8084,4.8736,,,,
서해,2011-08,23.98,31.37,4.9997,,,,
동해,2011-08,24.2409,33.2771,4.8476,,0.0714,1.7143,3.9643
서해,2011-08,23.85,30.74,5.2553,0.3385,0.4506,2.899,3.113
동해,2011-08,24.8918,33.1335,4.7977,,,,
동해,2011-08,24.8889,32.3283,4.8193,,,,
서해,2011-08,23.78,31.13,,,,,
서해,2011-08,23.95,31.46,5.0991,0.3346,0.6355,8.908999999999997,3.4696
동해,2011-08,23.4597,32.3577,4.9424,,,,
서해,2011-08,23.13,31.17,,,,,
동해,2011-08,23.5652,32.403,4.9292,,,,
동해,2011-08,24.4874,32.986999999999995,4.8629,0.0323,0.0714,2.0,3.5714
동해,2011-08,24.1672,32.7275,4.8971,,,,
