Observation Date,Temperature,Salinity,Dissolved Oxygen,Phosphate Phosphorus,Nitrous Acid Nitrogen,Nitric Acid Nitrogen,Silicic Acid Silicon,Probability
2000-08-08,26.87,31.881999999999998,4.4,0.13,1.31,4.06,5.88,0.3184
2000-08-08,23.64,33.63,4.72,0.15,0.03,0.34,18.22,0.1226
2000-08-08,25.57,32.7,5.16,0.2,0.1,0.48,18.03,0.2266
2000-08-08,27.39,31.999000000000002,4.66,0.06,0.01,0.09,5.41,0.427
2000-08-09,24.25,32.58,5.18,0.19,0.16,0.88,17.48,0.1575
2000-08-09,26.31,31.993000000000002,4.72,0.35,0.32,0.33,3.14,0.3682
2000-08-09,26.16,32.07,5.13,0.26,0.13,0.53,17.12,0.2848
2000-08-09,24.38,31.281,5.82,0.04,1.6,3.84,5.65,0.1643
2000-08-09,24.27,33.32,5.14,0.28,0.02,0.98,18.83,0.1488
2000-08-09,24.04,33.38,5.14,0.38,0.13,2.12,21.5,0.1279
2000-08-09,24.25,32.53,5.18,0.35,0.14,2.12,21.44,0.1465
2000-08-10,23.73,33.1,5.11,0.35,0.08,1.18,21.4,0.1261
2000-08-10,24.2,33.06,5.04,0.33,0.06,1.16,21.44,0.1447
2000-08-10,22.26,33.05,5.11,0.26,0.08,0.92,17.55,0.0859
2000-08-10,26.9,31.82,4.6,0.26,0.19,0.88,17.3,0.3435
2000-08-11,26.12,31.8,5.04,0.32,0.24,1.33,17.24,0.282
2000-08-11,26.75,30.183000000000003,5.1,0.02,1.27,2.11,5.78,0.3655
2000-08-11,27.11,32.053000000000004,4.97,0.26,1.09,0.26,1.67,0.4138
2000-08-11,27.45,31.936999999999998,4.62,0.15,0.01,0.2,2.31,0.4556
2000-08-11,27.57,31.983,4.7,0.25,0.01,0.1,3.68,0.4676
2000-08-11,27.77,32.062,4.87,0.05,0.09,0.18,6.06,0.4471
2000-08-12,28.0,31.914,4.62,0.18,0.45,0.08,4.45,0.4887
2000-08-12,27.03,32.105,5.02,0.12,0.01,0.07,1.11,0.4164
2000-08-14,20.42,32.353,5.93,0.02,1.82,1.66,6.01,0.0486
2000-08-14,29.23,31.515,4.27,0.04,0.02,0.01,4.14,0.6027
2000-08-14,27.48,31.943,4.6,0.01,0.08,0.18,5.54,0.4289
2000-08-14,28.55,31.268,4.58,0.29,0.06,0.1,3.99,0.5727
2000-08-15,28.94,29.298000000000002,4.63,0.07,0.09,0.07,4.72,0.6353
2000-08-15,28.07,32.273,4.74,0.31,1.97,0.94,4.63,0.4538
2000-08-15,28.43,31.985,4.33,0.01,0.69,0.22,4.87,0.5015
2000-10-05,19.61,31.406999999999996,4.91,0.26,1.03,4.41,8.98,0.0406
2000-10-05,20.04,31.82,5.22,0.02,0.73,1.25,4.53,0.0536
2000-10-05,20.25,31.47300000000001,5.51,1.53,0.69,5.18,4.05,0.0805
2000-10-05,20.86,31.616999999999997,5.16,0.19,0.89,0.76,3.54,0.078
2000-10-05,20.78,31.61,5.36,0.18,0.61,0.88,3.71,0.0759
2000-10-05,20.61,31.825,5.29,0.28,0.84,0.76,4.36,0.0716
2000-10-06,20.31,31.511,5.34,0.52,0.61,0.68,4.31,0.0748
2000-10-06,18.62,31.399,5.54,0.06,1.29,1.59,9.13,0.0309
2000-10-06,19.49,30.84800000000001,5.15,0.17,1.67,2.35,11.31,0.0413
2000-10-07,19.81,29.471999999999998,5.7,0.22,0.99,1.1,2.92,0.0692
2000-10-07,19.99,31.63300000000001,5.66,0.22,0.59,0.8,6.12,0.057
2000-10-07,20.54,31.549,5.37,0.46,1.18,1.31,5.47,0.0712
2000-10-07,20.67,31.609,5.6,0.06,1.1,1.14,4.76,0.0651
2000-10-07,19.88,31.93,5.7,0.45,0.85,0.43,10.35,0.0537
2000-10-07,20.8,31.555999999999997,5.48,3.29,0.83,0.91,4.27,0.2065
2000-10-07,19.56,31.93,5.53,0.37,0.81,0.28,9.04,0.0493
2000-10-07,21.18,31.831,5.19,0.59,0.87,1.16,3.52,0.0944
2000-10-07,19.49,32.87,5.71,0.36,0.77,0.74,10.19,0.0409
2000-10-08,20.45,31.669,5.27,0.34,1.63,0.93,5.93,0.0648
2000-10-08,20.03,31.773000000000003,6.32,0.49,0.98,0.82,10.9,0.0542
2000-10-08,19.26,33.13,5.73,0.39,0.72,0.03,10.5,0.0388
2000-10-08,20.53,30.91,5.5,0.39,1.65,5.91,13.71,0.0472
2000-10-08,19.41,32.99,5.68,0.38,0.73,0.09,14.26,0.0384
2000-10-08,19.39,33.06,5.57,0.37,0.68,0.16,14.87,0.0374
2000-10-08,19.21,33.17,5.53,0.58,0.83,1.63,14.2,0.0346
2000-10-08,19.51,32.81,5.73,0.55,0.54,0.33,10.74,0.0457
2000-10-09,19.54,32.16,5.52,0.38,0.73,0.86,9.52,0.0461
2000-10-09,19.57,31.83,5.54,0.43,0.87,0.57,9.83,0.0493
2000-10-10,19.5,32.04,5.47,0.44,0.61,0.25,9.11,0.0498
2000-10-10,19.65,32.02,5.44,0.43,0.64,0.23,9.05,0.0522
2000-10-10,19.65,31.9,5.48,0.39,0.81,0.14,8.1,0.0527
2000-10-10,21.37,32.108000000000004,5.28,0.7,0.86,1.04,4.29,0.0997
2000-10-10,21.55,31.74,5.26,0.57,0.67,0.71,5.38,0.106
2000-10-10,19.92,32.23,5.48,0.52,0.81,0.35,12.88,0.0524
2000-10-10,20.38,32.67,5.57,0.29,0.71,0.63,11.27,0.054
2000-10-10,21.42,31.7,5.29,0.22,1.57,0.88,5.75,0.0843
2000-10-10,22.52,32.634,5.18,0.48,1.18,1.25,6.91,0.1148
2000-10-10,20.01,31.91,5.53,0.22,0.76,0.24,11.03,0.0523
2000-10-11,22.12,32.778,5.26,0.29,0.89,1.12,7.59,0.0951
2000-10-11,21.14,32.395,5.34,0.31,2.0,1.24,8.89,0.0665
2000-10-11,20.25,32.15,5.42,0.28,0.77,0.22,10.62,0.0569
2000-10-11,20.03,32.32,5.33,0.27,0.52,0.04,9.67,0.0545
2000-10-11,19.42,32.123000000000005,5.59,0.32,1.07,1.17,7.62,0.0432
2000-10-11,20.56,32.33,5.32,0.28,0.54,0.16,11.23,0.0622
2000-10-11,20.48,32.65,5.42,0.49,0.68,0.74,7.34,0.0645
2000-10-11,19.71,32.22,5.47,0.48,0.65,0.77,7.76,0.0524
2000-10-14,19.32,32.54,5.44,0.07,0.77,0.33,7.89,0.0392
2000-10-14,19.85,32.31,5.31,0.06,0.74,0.37,7.19,0.0484
2000-10-16,19.97,32.72,5.33,0.04,0.88,0.19,7.8,0.0471
2000-10-16,21.18,32.56,5.62,0.05,0.84,1.84,9.52,0.0614
2000-10-16,19.38,32.68,5.58,0.05,0.66,0.52,9.26,0.0377
2000-10-17,19.78,32.63,5.39,0.06,0.65,0.44,9.03,0.044
2000-10-17,19.61,32.7,5.4,0.11,0.54,0.54,8.28,0.0428
2000-10-17,18.72,32.47,5.47,0.09,0.64,0.68,8.87,0.0318
2000-10-17,18.92,32.08,5.41,0.06,0.66,0.65,8.06,0.0357
2000-10-17,19.38,32.33,5.35,0.08,0.76,0.37,7.89,0.0412
2000-10-17,19.45,32.25,5.29,0.09,0.71,0.34,7.26,0.0435
2000-10-17,20.06,31.377,5.27,0.11,0.3,5.0,2.94,0.0496
2000-10-17,19.23,32.77,5.03,0.03,0.68,0.35,7.94,0.0374
2000-10-17,24.1,33.321,4.96,0.14,0.06,1.74,4.64,0.1649
2000-10-17,21.55,32.951,5.04,0.12,0.08,1.72,5.22,0.0793
2000-10-17,21.4,32.92,5.26,0.08,0.77,0.28,7.46,0.074
2000-10-17,19.26,32.446,4.98,0.12,0.13,5.36,5.24,0.0329
2000-10-17,19.72,32.345,5.18,0.12,0.47,4.02,6.17,0.0397
2000-10-17,21.64,32.92,4.97,0.04,0.85,0.44,9.53,0.0757
2000-10-17,20.56,31.708000000000002,5.46,0.12,0.24,4.41,2.08,0.0588
2000-10-18,20.61,31.625999999999998,5.41,0.06,0.05,1.85,3.24,0.068
2000-10-18,24.47,33.472,4.95,0.08,0.35,2.58,4.16,0.1677
2000-10-18,23.83,33.582,4.84,0.04,0.1,3.74,3.8,0.1318
2000-10-20,19.02,31.745,5.47,0.25,0.27,5.45,5.53,0.0331
2000-10-20,19.73,32.255,5.25,0.23,0.22,4.47,5.86,0.0416
2000-10-20,19.23,32.595,5.25,0.09,0.21,1.51,7.1,0.0378
2000-10-20,23.18,33.211,4.81,0.12,0.18,1.25,3.86,0.1325
2000-10-22,22.44,33.658,4.99,0.11,0.27,3.26,6.05,0.086
2000-10-28,22.92,33.474000000000004,4.88,0.15,0.24,2.99,4.57,0.1077
2000-10-28,24.02,33.68,4.98,0.12,0.18,3.5,4.05,0.1412
2000-10-28,23.72,33.399,4.82,0.11,0.17,2.22,4.61,0.1419
2000-10-29,23.56,33.367,4.78,0.11,0.25,1.84,4.62,0.1383
2000-10-29,22.85,33.567,4.9,0.11,0.19,1.57,4.0,0.1128
2000-10-29,21.39,32.951,5.17,0.11,0.56,1.68,5.93,0.0718
2000-10-29,19.02,31.175,5.6,0.1,0.26,1.78,9.09,0.0387
2000-10-29,19.18,31.596999999999998,5.52,0.12,0.13,2.09,9.75,0.0384
2000-10-29,19.42,32.077,5.54,0.11,0.22,3.09,6.54,0.0389
2000-10-29,20.71,32.853,5.48,0.1,0.24,3.36,6.72,0.0526
2000-10-29,21.53,33.149,5.77,0.07,0.24,2.66,6.1,0.0677
2000-10-30,16.13,32.477,5.58,0.19,0.28,8.34,11.92,0.0085
2000-10-30,16.13,32.461999999999996,5.41,0.36,0.49,9.77,10.73,0.0085
2000-10-30,17.7,31.353,5.57,0.17,0.46,3.08,5.14,0.025
2000-10-30,18.29,31.326999999999998,5.71,0.22,0.31,4.09,3.77,0.03
2000-11-12,24.11,34.14,4.66,0.11,0.13,0.74,3.71,0.1629
2000-11-12,22.9,33.89,4.83,0.53,0.84,4.74,5.36,0.1006
2000-11-12,22.31,33.81,4.87,0.43,0.14,1.71,6.8,0.0991
2000-11-12,22.33,34.05,4.75,0.43,0.02,2.26,6.29,0.0963
2000-11-13,21.64,33.88,4.81,0.43,0.44,9.27,10.0,0.048
2000-11-13,21.13,33.68,4.78,0.27,0.83,8.76,12.48,0.0378
2000-11-13,20.46,33.34,5.06,0.69,0.11,10.38,14.74,0.0333
2000-11-13,19.88,32.54,5.05,0.32,0.32,14.75,21.24,0.0177
2000-11-13,19.71,32.79,5.18,0.16,0.48,11.46,18.04,0.0195
2000-11-13,19.8,33.36,5.11,0.64,0.49,7.73,13.92,0.0305
2000-11-13,21.09,33.82,4.7,0.16,0.31,6.65,13.71,0.0407
2000-11-13,22.16,33.94,4.66,0.48,0.79,1.33,6.39,0.0946
2000-11-14,22.44,33.79,5.04,0.38,0.23,1.56,6.19,0.1021
2000-11-14,22.44,33.79,5.04,0.43,0.22,0.81,4.43,0.1116
2000-11-14,22.02,33.95,5.01,0.27,0.36,1.03,5.16,0.0887
2000-11-14,20.54,33.82,4.93,0.43,0.87,3.05,9.69,0.0478
2000-11-14,20.19,33.77,4.99,0.43,0.6,3.32,10.93,0.042
2000-11-14,19.11,32.76,5.1,0.85,0.23,8.26,18.35,0.0256
2000-12-02,12.47,32.375,6.0,0.36,1.3,3.25,4.02,0.004
2000-12-02,12.82,32.574,5.92,0.28,2.14,1.16,3.44,0.0046
2000-12-02,13.5,32.614000000000004,5.76,0.28,3.88,0.36,7.01,0.005
2000-12-03,13.65,32.836999999999996,5.86,0.81,3.74,0.49,2.33,0.0068
2000-12-03,12.11,32.974000000000004,5.64,0.28,2.7,5.29,8.49,0.0024
2000-12-03,12.12,32.96,5.69,0.48,2.67,5.27,5.7,0.0027
2000-12-06,15.05,33.343,5.22,0.09,0.22,13.79,10.42,0.0039
2000-12-06,12.72,33.55,6.12,0.38,0.35,3.66,21.98,0.0028
2000-12-06,16.88,33.41,5.11,0.04,0.06,6.58,7.82,0.0116
2000-12-06,13.17,33.58,5.82,0.23,0.32,3.12,21.42,0.0032
2000-12-06,18.64,33.88,5.16,0.02,0.07,5.02,4.95,0.0225
2000-12-06,11.68,33.44,6.07,0.25,0.51,1.97,17.19,0.0023
2000-12-06,17.74,33.516,5.5,0.01,0.08,4.02,3.55,0.0187
2000-12-06,14.93,33.146,5.29,0.17,0.08,4.41,15.69,0.0064
2000-12-06,14.53,33.152,5.51,0.1,0.06,4.09,11.29,0.006
2000-12-06,14.81,32.859,5.51,0.18,0.09,3.79,10.48,0.0073
2000-12-06,10.01,33.44,6.31,0.24,0.22,0.53,13.79,0.0015
2000-12-06,19.06,33.532,5.11,0.16,0.04,2.01,5.56,0.0336
2000-12-07,13.54,33.74,5.69,0.24,0.25,1.68,19.21,0.0042
2000-12-07,20.19,34.213,4.91,0.1,0.05,2.6,3.81,0.0439
2000-12-07,11.59,33.56,6.08,0.19,0.28,0.65,18.45,0.0023
2000-12-07,17.43,33.474000000000004,5.3,0.11,0.04,2.78,5.81,0.0184
2000-12-07,10.91,32.504,5.67,0.59,1.68,7.13,6.35,0.0019
2000-12-07,16.66,33.459,5.36,0.09,0.07,4.73,6.54,0.0124
2000-12-07,10.75,33.48,6.3,0.11,0.37,0.64,12.08,0.0019
2000-12-07,12.64,32.779,5.69,0.14,0.23,3.81,10.18,0.0035
2000-12-07,11.18,32.448,6.08,0.64,1.26,6.56,8.27,0.0021
2000-12-07,15.92,33.416,4.66,0.08,0.06,3.55,12.6,0.0096
2000-12-07,13.7,33.65,5.65,0.21,0.64,1.21,17.23,0.0046
2000-12-07,11.76,32.439,5.97,0.69,1.25,3.78,6.54,0.0033
2000-12-07,19.25,33.798,5.45,0.2,0.06,2.63,4.02,0.0342
2000-12-07,13.77,33.63,5.32,0.26,0.33,1.91,21.02,0.0044
2000-12-07,14.01,33.68,5.29,0.28,0.35,1.53,21.55,0.0048
2000-12-07,11.56,32.452,6.27,0.69,1.14,4.37,5.74,0.003
2000-12-07,12.76,33.31,6.11,0.28,0.25,1.84,22.79,0.0031
2000-12-07,11.9,32.334,6.2,0.22,1.45,3.03,3.07,0.0032
2000-12-07,11.82,33.44,6.13,0.29,0.29,1.75,22.34,0.0023
2000-12-07,11.69,33.49,6.07,0.21,0.24,1.29,22.74,0.0022
2000-12-08,16.97,33.88,5.68,0.18,0.28,1.5,18.93,0.0126
2000-12-08,12.31,32.316,6.03,0.39,1.43,3.03,5.82,0.0037
2000-12-08,11.55,32.25,6.11,0.29,1.02,2.42,3.17,0.0031
2000-12-08,15.59,33.66,5.65,0.16,0.35,1.56,15.79,0.0086
2000-12-08,11.12,32.376999999999995,6.13,0.44,1.51,3.54,4.11,0.0025
2000-12-08,11.28,32.531,6.11,1.02,0.69,6.41,9.41,0.0026
2000-12-08,15.88,33.76,5.54,0.12,0.34,1.4,19.81,0.0087
2000-12-08,19.18,33.834,5.12,0.19,0.04,3.62,4.2,0.0317
2000-12-08,10.78,32.285,6.31,0.8,0.87,6.39,7.85,0.0021
2000-12-08,19.82,33.924,5.03,0.16,0.06,1.12,3.59,0.0449
2000-12-08,10.72,32.195,6.33,1.06,0.9,6.65,11.9,0.0021
2000-12-08,20.12,33.961999999999996,4.98,0.19,0.03,1.58,3.9,0.0483
2000-12-08,11.11,32.52,5.96,1.03,1.06,5.42,9.14,0.0026
2000-12-08,18.27,33.881,5.05,1.16,0.03,1.87,3.94,0.0376
2000-12-08,10.52,32.226,6.3,1.02,0.89,7.3,9.88,0.0019
2000-12-08,16.03,33.79,5.2,0.13,0.11,1.89,19.73,0.0091
2000-12-08,11.03,32.093,6.38,0.19,1.0,2.39,3.49,0.0025
2000-12-08,19.88,33.744,5.08,0.22,0.04,2.39,3.58,0.0442
2000-12-08,11.3,32.189,6.2,0.4,1.7,1.69,1.26,0.0031
2000-12-08,19.21,33.749,5.02,0.21,0.02,1.94,5.7,0.0353
2000-12-08,15.64,33.7,5.41,0.14,0.32,1.19,14.25,0.0092
2000-12-09,17.99,33.565,5.11,0.18,0.08,3.45,9.42,0.0202
2000-12-09,11.97,32.372,6.12,0.29,1.21,1.58,3.06,0.0037
2000-12-09,17.93,34.12,5.29,0.13,0.35,0.62,17.11,0.0183
2000-12-09,11.07,32.266999999999996,6.24,0.34,1.07,2.37,5.09,0.0026
2000-12-09,15.59,34.03,5.4,0.29,0.28,1.94,21.18,0.0077
2000-12-09,9.26,31.826,6.26,1.52,0.92,12.4,11.54,0.0011
2000-12-09,16.06,33.81,5.44,0.27,0.25,1.85,21.93,0.0091
2000-12-09,16.74,33.388000000000005,5.11,0.19,0.04,2.9,6.68,0.015
2000-12-09,15.43,32.912,5.44,0.17,0.04,2.36,8.11,0.0101
2000-12-09,10.37,31.432,6.3,0.99,1.34,11.06,10.6,0.0015
2000-12-09,14.56,33.84,5.19,0.26,0.27,1.94,21.66,0.0056
2000-12-09,15.4,33.99,5.06,0.25,0.29,1.83,21.58,0.0073
2000-12-09,15.37,33.035,5.62,0.07,0.03,2.29,6.96,0.0096
2000-12-09,19.08,33.976,5.37,0.1,0.07,2.3,4.6,0.031
2000-12-13,17.37,33.412,5.15,0.1,0.1,7.99,8.68,0.0125
2000-12-13,13.06,32.257,5.48,0.06,0.13,9.77,11.6,0.0028
2000-12-13,11.28,32.52,6.33,0.19,0.1,7.05,9.38,0.0019
2000-12-13,12.46,32.843,6.31,0.13,0.04,10.37,16.55,0.0019
2000-12-14,17.36,34.16,4.8,0.09,0.61,0.92,19.63,0.014
2000-12-14,15.88,33.73,5.7,0.05,0.11,1.32,17.91,0.0089
2000-12-14,15.54,33.85,5.59,0.13,0.19,0.67,17.78,0.0084
2000-12-15,15.49,33.83,5.16,0.15,0.51,1.49,13.57,0.0086
2000-12-15,16.53,34.16,4.95,0.21,0.68,1.75,13.37,0.0118
2000-12-15,17.15,34.13,4.95,0.27,0.35,2.26,18.24,0.0134
2000-12-15,16.98,34.19,4.95,0.25,0.33,2.35,18.11,0.0125
2000-12-16,16.35,34.04,5.22,0.23,0.26,1.84,19.36,0.0102
2000-12-16,17.15,34.14,5.12,0.25,0.28,1.95,19.82,0.0131
2000-12-16,17.4,34.21,4.91,0.25,0.68,1.24,13.93,0.0162
2000-12-17,17.77,34.15,4.87,0.27,0.72,1.16,13.91,0.0186
2000-12-17,15.55,34.11,4.8,0.34,0.58,3.02,20.97,0.0073
2001-02-09,10.68,33.74,6.09,0.71,0.28,10.32,15.93,0.0012
2001-02-09,11.45,34.29,5.79,0.53,0.43,2.01,15.34,0.0022
2001-02-09,10.5,34.31,6.07,0.52,0.43,14.46,2.06,0.001
2001-02-09,9.9,34.26,5.88,0.5,0.41,13.17,2.32,0.0009
2001-02-09,6.67,34.01,6.28,0.44,0.3,10.67,1.64,0.0003
2001-02-11,10.76,33.44,5.98,0.66,0.06,12.11,16.86,0.0011
2001-02-11,10.82,32.88,5.99,0.48,0.03,12.21,19.09,0.0011
2001-02-11,13.04,33.67,5.92,0.88,0.05,7.68,14.04,0.0035
2001-02-11,15.1,34.04,5.72,0.44,0.23,4.68,8.73,0.0074
2001-02-11,17.44,34.38,5.39,0.09,0.35,7.08,5.4,0.0125
2001-02-11,16.99,34.32,4.68,0.13,0.26,5.68,5.43,0.0124
2001-02-12,16.81,34.27,5.32,0.96,0.37,3.82,7.5,0.0167
2001-02-12,15.71,34.17,5.32,0.46,0.22,6.05,6.44,0.0088
2001-02-13,13.59,33.83,5.48,0.2,0.18,6.12,11.57,0.0037
2001-02-13,9.88,34.18,5.89,0.28,0.35,9.95,1.89,0.001
2001-02-13,10.07,32.79,5.9,0.28,0.26,12.93,17.81,0.0008
2001-02-13,12.38,34.33,6.05,0.27,0.41,9.84,1.8,0.0022
2001-02-13,9.95,32.91,6.07,0.76,0.17,11.44,19.88,0.0009
2001-02-13,10.05,33.22,6.18,0.65,0.14,14.38,20.59,0.0007
2001-02-13,9.67,34.26,6.03,0.44,0.33,11.45,1.59,0.0009
2001-02-13,8.93,32.25,6.22,0.66,0.08,14.12,24.73,0.0005
2001-02-13,11.55,34.33,5.84,0.39,0.37,13.16,1.82,0.0014
2001-02-13,9.54,32.87,6.05,0.68,0.05,13.4,20.22,0.0007
2001-02-13,11.47,34.34,5.82,0.54,0.46,15.62,1.59,0.0013
2001-02-14,11.44,34.34,5.91,0.52,0.44,1.86,15.19,0.0022
2001-02-14,13.17,33.84,6.17,0.48,0.07,7.08,12.8,0.0032
2001-02-14,14.97,34.19,5.62,0.23,0.05,4.52,8.63,0.0066
2001-02-14,16.02,34.27,5.52,0.46,0.08,5.42,7.54,0.0098
2001-02-14,17.02,34.46,5.3,0.61,0.35,3.86,5.14,0.016
2001-02-14,17.25,34.46,5.31,0.54,0.34,3.32,6.27,0.017
2001-02-15,12.3,34.15,5.75,0.42,0.63,8.39,13.45,0.002
2001-02-15,14.13,34.24,5.76,0.33,0.49,7.26,11.6,0.004
2001-02-17,13.45,34.13,5.86,0.2,0.41,9.67,9.17,0.0028
2001-02-17,13.26,33.16,5.7,0.22,0.58,8.66,12.95,0.0029
2001-02-17,12.7,33.26,5.91,0.33,0.64,7.22,11.5,0.0027
2001-02-17,10.1,34.31,6.11,0.35,0.35,1.55,15.25,0.0014
2001-02-17,11.15,33.73,6.22,0.23,0.47,4.89,12.15,0.0017
2001-02-17,10.35,34.34,6.17,0.36,0.35,15.27,1.68,0.0008
2001-02-17,10.41,33.81,6.28,0.28,0.35,6.17,12.09,0.0012
2001-02-17,7.03,34.07,6.13,0.35,0.4,13.45,2.1,0.0003
2001-02-17,14.41,33.96,5.85,0.19,0.19,3.0,9.85,0.0058
2001-02-17,13.01,34.34,6.18,0.28,0.25,11.01,1.36,0.0025
2001-02-17,15.54,34.28,5.65,0.18,0.16,3.8,7.93,0.0081
2001-02-17,11.81,34.3,6.12,0.26,0.4,10.51,1.54,0.0017
2001-02-18,14.52,34.3,5.68,0.31,0.5,4.81,11.64,0.0052
2001-02-18,9.15,33.7,6.57,0.17,0.37,6.32,15.62,0.0007
2001-02-18,9.62,33.63,6.45,0.33,0.3,7.13,15.26,0.0009
2001-02-18,13.14,34.14,5.97,0.18,0.31,4.18,9.86,0.0034
2001-02-18,11.36,34.3,5.75,0.25,0.33,9.82,1.65,0.0016
2001-02-18,15.39,34.37,5.81,0.21,0.45,5.22,6.47,0.0071
2001-02-18,9.57,34.23,5.82,0.23,0.22,1.62,10.04,0.0012
2001-02-18,11.32,34.31,5.84,0.18,0.28,1.62,10.81,0.0021
2001-02-18,11.2,34.27,5.91,0.17,0.26,10.49,1.14,0.0014
2001-02-19,11.28,34.27,5.84,0.12,0.26,10.57,1.54,0.0014
2001-02-19,11.08,34.26,5.96,0.12,0.25,10.93,1.46,0.0013
2001-02-19,11.95,34.35,5.87,0.14,0.23,14.75,1.53,0.0014
2001-02-19,11.78,34.34,5.66,0.32,0.32,1.82,15.82,0.0023
2001-02-19,11.72,34.32,5.68,0.15,0.24,1.55,14.82,0.0022
2001-02-19,14.91,34.5,5.62,0.15,0.17,6.95,9.63,0.0051
2001-02-19,15.96,34.36,5.63,0.18,0.37,5.96,8.29,0.0079
2001-02-19,16.58,34.55,5.34,0.19,0.19,3.17,7.37,0.0118
2001-02-19,16.55,34.21,5.14,0.18,0.27,6.07,7.96,0.0101
2001-02-19,15.88,34.15,5.4,0.18,0.21,2.17,8.42,0.0102
2001-02-19,15.02,34.17,5.8,0.16,0.18,4.16,7.62,0.0067
2001-02-20,14.07,33.92,5.63,0.15,0.69,4.13,13.0,0.0044
2001-02-20,11.25,33.61,6.13,0.18,0.83,4.69,14.29,0.0017
2001-02-20,9.74,33.24,5.98,0.41,0.4,4.96,10.56,0.0012
2001-02-20,13.5,34.11,5.62,0.18,0.45,2.07,9.53,0.0045
2001-02-20,14.17,34.15,5.44,0.17,0.25,7.82,9.3,0.004
2001-02-21,13.45,34.39,5.66,0.22,0.29,13.48,1.77,0.0025
2001-02-21,12.77,34.38,5.59,0.13,0.38,9.58,1.53,0.0025
2001-02-21,11.08,34.25,5.81,0.16,0.27,8.88,1.61,0.0015
2001-02-22,11.37,34.33,6.25,0.15,0.23,8.26,0.03,0.0017
2001-02-22,14.22,34.45,5.91,0.11,0.28,11.29,0.83,0.0035
2001-02-22,12.78,34.39,5.88,0.21,0.22,8.58,10.91,0.0022
2001-02-22,12.62,33.58,5.86,0.18,0.25,10.68,11.16,0.002
2001-02-22,13.97,34.25,6.03,0.08,0.27,11.74,0.99,0.0032
2001-02-22,9.54,33.317,6.3,0.18,0.25,10.68,11.16,0.0007
2001-02-22,14.62,34.42,5.92,0.1,0.26,11.15,1.39,0.004
2001-02-22,7.48,33.36,6.32,0.39,0.3,11.36,11.94,0.0004
2001-02-22,9.89,33.729,6.28,0.34,0.64,11.38,16.64,0.0007
2001-02-22,14.22,34.45,5.91,0.11,0.28,11.29,0.83,0.0035
2001-02-22,13.4,34.36,5.77,0.12,0.26,1.0,12.2,0.0042
2001-02-23,14.48,34.43,5.68,0.06,0.18,11.22,0.69,0.0039
2001-04-04,15.59,34.47,5.63,0.71,0.42,9.02,7.11,0.0071
2001-04-04,16.15,34.56,5.91,0.34,0.28,5.72,7.04,0.009
2001-04-04,12.31,33.98,6.44,0.56,0.16,3.26,4.56,0.0035
2001-04-05,14.85,34.49,6.04,0.26,0.2,4.93,6.45,0.0061
2001-04-05,16.17,34.5,6.11,0.35,0.32,4.17,5.86,0.0102
2001-04-06,15.12,34.37,5.85,0.26,0.29,1.38,6.5,0.0084
2001-04-06,14.14,34.34,6.03,0.38,0.37,1.38,6.95,0.0063
2001-04-06,15.81,34.17,6.14,0.46,0.3,4.1,5.85,0.0099
2001-04-09,5.06,31.38,7.46,0.44,0.95,6.31,4.81,0.0003
2001-04-09,5.5,32.08,7.49,0.22,1.06,8.39,4.9,0.0003
2001-04-09,5.5,32.08,7.49,0.22,1.06,8.39,4.9,0.0003
2001-04-09,6.86,32.4,7.58,0.07,0.89,9.66,3.9,0.0004
2001-04-09,8.53,32.21,7.3,0.08,1.06,2.5,5.26,0.001
2001-04-10,9.48,32.18,7.44,0.25,0.91,2.54,0.11,0.0016
2001-04-10,8.98,32.2,7.33,0.06,0.69,3.09,2.06,0.0012
2001-04-10,8.38,31.85,9.77,0.06,1.53,4.97,0.11,0.0008
2001-04-10,6.06,31.7,7.48,0.25,1.29,3.36,6.56,0.0004
2001-04-10,6.96,31.54,8.38,0.13,3.09,3.6,0.89,0.0005
2001-04-12,11.14,34.17,6.17,0.11,0.5,8.02,0.73,0.0016
2001-04-12,7.62,34.23,6.36,0.15,0.37,8.02,0.12,0.0005
2001-04-12,6.71,32.15,7.48,0.06,1.26,4.49,0.96,0.0005
2001-04-12,14.06,34.37,6.12,0.13,0.36,7.72,0.02,0.0043
2001-04-12,7.55,31.93,7.6,0.18,1.27,6.17,1.09,0.0006
2001-04-12,13.35,34.34,6.32,0.16,0.41,7.21,0.21,0.0035
2001-04-12,7.57,32.15,7.36,0.04,0.97,1.6,1.6,0.0008
2001-04-12,8.63,32.19,7.71,0.06,1.0,3.35,2.25,0.001
2001-04-12,8.77,32.17,7.74,0.05,1.2,2.02,1.44,0.0011
2001-04-12,12.26,34.31,6.06,0.18,0.31,8.06,0.12,0.0024
2001-04-13,12.29,34.37,6.05,0.16,0.24,10.21,0.38,0.0021
2001-04-13,8.59,32.17,7.87,0.32,0.91,2.31,1.22,0.0012
2001-04-13,11.36,34.31,6.09,0.05,0.54,6.24,0.22,0.0018
2001-04-13,12.46,34.31,6.1,0.05,0.33,7.39,0.28,0.0025
2001-04-13,11.47,34.25,6.06,0.15,0.31,6.32,0.2,0.002
2001-04-13,11.58,34.21,6.14,0.2,0.38,0.2,7.28,0.0027
2001-04-15,11.55,34.22,6.15,0.27,0.37,0.44,5.65,0.0028
