Observation Date,Temperature,Temperature_Probability,Salinity,Salinity_Probability,Dissolved Oxygen,Oxygen_Probability,Phosphate Phosphorus,Phosphate_Probability,Nitrous Acid Nitrogen,Nitrous_Probability,Nitric Acid Nitrogen,Nitric_Probability,Silicic Acid Silicon,Silicic_Probability
2000-06-08,16.4,0.5308,32.55,0.0001,6.1,0.0035,0.59,0.0059,0.62,0.0045,3.85,0.0037,4.22,0.0044
2000-06-08,16.55,0.5432,33.53,0.0001,6.05,0.0035,0.55,0.0058,0.65,0.0045,3.12,0.0039,4.78,0.0043
2000-06-09,16.98,0.5785,32.041,0.0001,6.01,0.0035,0.05,0.0048,0.86,0.0045,2.06,0.0042,0.12,0.0047
2000-06-09,17.6,0.6279,32.027,0.0001,5.94,0.0036,0.38,0.0055,0.31,0.0046,0.68,0.0046,0.14,0.0047
2000-06-09,18.13,0.6682,32.294000000000004,0.0001,5.8,0.0036,0.08,0.0049,0.24,0.0047,0.93,0.0045,0.48,0.0047
2000-06-09,18.36,0.685,32.153,0.0001,5.63,0.0036,0.04,0.0048,0.24,0.0047,0.44,0.0046,2.27,0.0045
2000-06-09,18.92,0.7238,32.092,0.0001,5.5,0.0036,0.13,0.005,0.02,0.0047,0.46,0.0046,0.48,0.0047
2000-06-09,19.14,0.7382,32.014,0.0001,5.65,0.0036,0.03,0.0048,1.06,0.0044,1.0,0.0045,0.3,0.0047
2000-06-10,13.46,0.298,31.986,0.0001,6.13,0.0035,0.34,0.0054,0.14,0.0047,0.25,0.0047,1.39,0.0046
2000-06-10,15.36,0.4443,31.691999999999997,0.0001,6.41,0.0035,0.11,0.0049,0.19,0.0047,0.76,0.0045,0.76,0.0047
2000-06-10,15.33,0.4419,33.81,0.0001,5.89,0.0036,0.55,0.0058,0.68,0.0045,3.67,0.0038,4.29,0.0044
2000-06-10,14.94,0.4101,33.79,0.0001,5.98,0.0036,0.59,0.0059,0.66,0.0045,3.67,0.0038,4.08,0.0044
2000-06-10,17.13,0.5907,34.27,0.0001,5.44,0.0036,0.5,0.0057,0.64,0.0045,3.66,0.0038,5.66,0.0043
2000-06-10,17.41,0.613,34.28,0.0001,5.44,0.0036,0.31,0.0053,0.55,0.0046,4.45,0.0036,4.55,0.0044
2000-06-10,18.0,0.6585,34.36,0.0001,5.73,0.0036,0.37,0.0055,0.63,0.0045,3.73,0.0038,4.37,0.0044
2000-06-10,17.82,0.6449,34.3,0.0001,5.65,0.0036,0.31,0.0053,0.55,0.0046,3.63,0.0038,4.22,0.0044
2000-06-11,19.22,0.7434,32.218,0.0001,5.62,0.0036,0.11,0.0049,0.13,0.0047,0.24,0.0047,0.43,0.0047
2000-06-11,19.82,0.7796,32.169000000000004,0.0001,5.5,0.0036,0.46,0.0056,0.03,0.0047,0.72,0.0045,0.19,0.0047
2000-06-11,20.02,0.7909,32.141999999999996,0.0001,5.78,0.0036,0.08,0.0049,0.11,0.0047,0.42,0.0046,1.27,0.0046
2000-06-11,19.56,0.7644,32.048,0.0001,5.88,0.0036,0.18,0.0051,0.51,0.0046,0.87,0.0045,1.21,0.0046
2000-06-11,19.93,0.7859,32.109,0.0001,5.54,0.0036,0.22,0.0052,0.19,0.0047,0.55,0.0046,2.18,0.0046
2000-06-12,19.63,0.7686,32.313,0.0001,5.5,0.0036,0.37,0.0055,0.35,0.0046,1.29,0.0044,1.53,0.0046
2000-06-12,18.8,0.7158,32.431,0.0001,5.61,0.0036,0.07,0.0049,0.2,0.0047,0.62,0.0046,0.51,0.0047
2000-06-12,17.26,0.6011,32.439,0.0001,5.91,0.0036,0.13,0.005,0.4,0.0046,2.23,0.0041,6.52,0.0042
2000-06-12,18.52,0.6964,34.34,0.0001,5.44,0.0036,0.34,0.0054,0.56,0.0046,3.65,0.0038,5.69,0.0043
2000-06-12,18.93,0.7245,34.34,0.0001,5.24,0.0037,0.27,0.0053,0.77,0.0045,3.26,0.0039,5.78,0.0043
2000-06-12,18.57,0.6999,34.22,0.0001,5.64,0.0036,0.36,0.0054,0.53,0.0046,3.19,0.0039,5.94,0.0042
2000-06-12,16.08,0.5041,33.65,0.0001,5.82,0.0036,0.52,0.0058,0.62,0.0045,3.44,0.0038,6.88,0.0042
2000-06-12,15.8,0.4808,33.64,0.0001,5.88,0.0036,0.55,0.0058,0.63,0.0045,3.59,0.0038,6.52,0.0042
2000-06-13,17.27,0.6019,33.52,0.0001,5.81,0.0036,0.44,0.0056,0.78,0.0045,2.84,0.004,6.55,0.0042
2000-06-13,17.89,0.6502,33.51,0.0001,5.83,0.0036,0.41,0.0055,0.7,0.0045,2.29,0.0041,6.04,0.0042
2000-06-13,18.98,0.7278,33.88,0.0001,5.14,0.0037,0.31,0.0053,0.66,0.0045,3.52,0.0038,4.18,0.0044
2000-06-13,18.12,0.6675,33.54,0.0001,5.54,0.0036,0.33,0.0054,0.7,0.0045,3.65,0.0038,4.82,0.0043
2000-06-13,18.55,0.6985,34.32,0.0001,5.21,0.0037,0.21,0.0051,0.62,0.0045,2.98,0.004,4.01,0.0044
2000-06-13,18.04,0.6615,32.904,0.0001,5.67,0.0036,0.03,0.0048,0.15,0.0047,2.69,0.004,3.03,0.0045
2000-06-13,19.92,0.7853,33.9,0.0001,5.49,0.0036,0.03,0.0048,0.08,0.0047,2.35,0.0041,2.26,0.0045
2000-06-13,19.18,0.7408,34.33,0.0001,5.21,0.0037,0.22,0.0052,0.69,0.0045,3.12,0.0039,4.65,0.0043
2000-06-13,18.77,0.7137,33.246,0.0001,5.49,0.0036,0.04,0.0048,0.08,0.0047,2.21,0.0041,3.99,0.0044
2000-06-13,19.28,0.7472,33.85,0.0001,5.43,0.0036,0.22,0.0052,0.68,0.0045,2.28,0.0041,4.21,0.0044
2000-06-13,18.01,0.6593,33.683,0.0001,6.15,0.0035,0.12,0.005,0.11,0.0047,2.63,0.004,4.49,0.0044
2000-06-13,18.12,0.6675,33.54,0.0001,5.54,0.0036,0.33,0.0054,0.7,0.0045,3.65,0.0038,4.82,0.0043
2000-06-13,18.45,0.6914,33.101,0.0001,5.86,0.0036,0.13,0.005,0.06,0.0047,2.18,0.0042,4.8,0.0043
2000-06-13,18.38,0.6864,33.507,0.0001,6.38,0.0035,0.23,0.0052,0.17,0.0047,5.23,0.0034,1.78,0.0046
2000-06-13,17.7,0.6357,33.55,0.0001,5.65,0.0036,0.48,0.0057,0.74,0.0045,2.48,0.0041,6.4,0.0042
2000-06-13,17.07,0.5858,33.62,0.0001,5.56,0.0036,0.45,0.0056,0.78,0.0045,2.56,0.0041,6.55,0.0042
2000-06-13,18.29,0.6799,32.897,0.0001,5.88,0.0036,0.01,0.0048,0.07,0.0047,3.75,0.0038,5.19,0.0043
2000-06-14,21.21,0.849,32.253,0.0001,5.13,0.0037,0.01,0.0048,0.07,0.0047,2.64,0.004,1.74,0.0046
2000-06-14,18.13,0.6682,32.96,0.0001,5.74,0.0036,0.01,0.0048,0.09,0.0047,3.35,0.0039,3.82,0.0044
2000-06-14,17.68,0.6341,33.318000000000005,0.0001,6.02,0.0035,0.08,0.0049,0.23,0.0047,3.35,0.0039,3.24,0.0045
2000-06-14,16.76,0.5605,33.289,0.0001,6.16,0.0035,0.03,0.0048,0.17,0.0047,3.99,0.0037,4.31,0.0044
2000-06-14,17.47,0.6178,32.995,0.0001,5.86,0.0036,0.04,0.0048,0.07,0.0047,4.54,0.0036,3.93,0.0044
2000-06-14,20.04,0.792,33.501,0.0001,5.37,0.0037,0.04,0.0048,0.19,0.0047,4.97,0.0035,1.18,0.0046
2000-06-15,17.92,0.6525,33.61,0.0001,5.67,0.0036,0.45,0.0056,0.98,0.0044,3.49,0.0038,6.88,0.0042
2000-06-15,18.17,0.6712,33.65,0.0001,5.52,0.0036,0.41,0.0055,0.92,0.0045,3.18,0.0039,6.8,0.0042
2000-06-15,17.61,0.6287,33.63,0.0001,5.87,0.0036,0.38,0.0055,0.65,0.0045,3.94,0.0037,6.19,0.0042
2000-06-15,17.89,0.6502,33.007,0.0001,6.67,0.0034,0.57,0.0059,0.28,0.0047,0.93,0.0045,6.2,0.0042
2000-06-15,18.29,0.6799,33.12,0.0001,5.76,0.0036,0.36,0.0054,0.99,0.0044,3.37,0.0039,6.83,0.0042
2000-06-15,18.67,0.7069,32.476,0.0001,5.54,0.0036,0.55,0.0058,0.26,0.0047,0.45,0.0046,5.31,0.0043
2000-06-15,15.25,0.4353,33.54,0.0001,5.8,0.0036,0.56,0.0059,0.98,0.0044,3.39,0.0039,6.39,0.0042
2000-06-15,19.78,0.7773,32.481,0.0001,5.52,0.0036,0.48,0.0057,0.18,0.0047,0.38,0.0046,2.72,0.0045
2000-06-16,20.2,0.8006,32.428000000000004,0.0001,5.37,0.0037,0.43,0.0056,0.5,0.0046,0.45,0.0046,2.49,0.0045
2000-06-16,18.13,0.6682,33.13,0.0001,5.66,0.0036,0.02,0.0048,0.15,0.0047,1.06,0.0044,3.62,0.0044
2000-06-16,20.69,0.8254,32.344,0.0001,5.43,0.0036,0.63,0.006,0.4,0.0046,0.88,0.0045,1.38,0.0046
2000-06-16,21.81,0.8729,32.499,0.0001,5.69,0.0036,0.09,0.0049,0.11,0.0047,1.22,0.0044,1.79,0.0046
2000-06-16,20.27,0.8043,32.376,0.0001,5.49,0.0036,0.14,0.005,0.15,0.0047,0.69,0.0046,2.27,0.0045
2000-06-16,22.32,0.8906,32.656,0.0001,5.18,0.0037,0.04,0.0048,0.13,0.0047,1.08,0.0044,1.02,0.0047
2000-06-16,17.43,0.6146,32.713,0.0001,6.38,0.0035,0.12,0.005,0.24,0.0047,1.33,0.0044,3.71,0.0044
2000-06-16,22.02,0.8805,32.625,0.0001,5.44,0.0036,0.2,0.0051,0.09,0.0047,1.0,0.0045,2.09,0.0046
2000-06-16,21.65,0.8669,32.509,0.0001,5.43,0.0036,0.05,0.0048,0.09,0.0047,1.94,0.0042,1.84,0.0046
2000-06-16,21.13,0.8456,33.045,0.0001,5.74,0.0036,0.05,0.0048,0.18,0.0047,3.07,0.0039,1.12,0.0046
2000-06-16,20.99,0.8394,32.622,0.0001,5.41,0.0037,0.03,0.0048,0.16,0.0047,4.64,0.0036,2.73,0.0045
2000-06-17,20.69,0.8254,31.116,0.0001,5.49,0.0036,0.02,0.0048,0.16,0.0047,4.91,0.0035,7.38,0.0041
2000-06-17,20.22,0.8017,32.219,0.0001,5.52,0.0036,0.3,0.0053,0.16,0.0047,3.54,0.0038,5.26,0.0043
2000-06-17,19.77,0.7768,32.332,0.0001,5.67,0.0036,0.27,0.0053,0.13,0.0047,1.46,0.0043,5.73,0.0043
2000-06-17,20.06,0.7931,32.903,0.0001,5.27,0.0037,0.03,0.0048,0.15,0.0047,1.79,0.0043,2.25,0.0045
2000-06-19,19.8,0.7785,33.179,0.0001,5.86,0.0036,0.15,0.005,0.21,0.0047,2.88,0.004,1.8,0.0046
2000-06-19,16.44,0.5341,32.834,0.0001,5.89,0.0036,0.15,0.005,0.25,0.0047,3.82,0.0038,4.69,0.0043
2000-08-01,23.4,0.9211,31.778000000000002,0.0001,5.56,0.0036,0.04,0.0048,0.22,0.0047,8.92,0.0027,1.31,0.0046
2000-08-01,26.91,0.9741,32.364000000000004,0.0001,4.88,0.0037,0.08,0.0049,0.18,0.0047,6.4,0.0032,1.62,0.0046
2000-08-01,25.36,0.9573,31.899,0.0001,5.04,0.0037,0.14,0.005,0.23,0.0047,7.14,0.0031,1.46,0.0046
2000-08-01,24.0,0.9345,32.345,0.0001,4.98,0.0037,0.07,0.0049,0.18,0.0047,4.27,0.0036,1.35,0.0046
2000-08-01,25.12,0.9539,31.891,0.0001,4.86,0.0037,0.1,0.0049,0.12,0.0047,3.69,0.0038,1.44,0.0046
2000-08-02,25.76,0.9625,31.662,0.0001,4.52,0.0038,0.07,0.0049,0.13,0.0047,3.95,0.0037,2.09,0.0046
2000-08-02,28.22,0.9831,31.26,0.0001,4.84,0.0038,0.06,0.0049,0.13,0.0047,3.44,0.0038,0.9,0.0047
2000-08-02,26.82,0.9733,31.761999999999997,0.0001,4.98,0.0037,0.15,0.005,0.15,0.0047,3.13,0.0039,2.21,0.0046
2000-08-02,24.11,0.9367,32.018,0.0001,4.99,0.0037,0.08,0.0049,0.19,0.0047,1.84,0.0042,1.14,0.0046
2000-08-02,23.88,0.932,32.275,0.0001,4.99,0.0037,0.07,0.0049,0.15,0.0047,2.64,0.004,1.69,0.0046
2000-08-02,24.8,0.949,33.82,0.0001,5.58,0.0036,0.31,0.0053,0.2,0.0047,1.16,0.0044,12.33,0.0038
2000-08-02,23.58,0.9253,33.95,0.0001,5.62,0.0036,0.34,0.0054,0.16,0.0047,1.3,0.0044,10.89,0.0039
2000-08-02,23.65,0.9269,33.87,0.0001,5.51,0.0036,0.32,0.0054,0.1,0.0047,0.51,0.0046,10.58,0.0039
2000-08-03,22.53,0.8973,33.88,0.0001,5.55,0.0036,0.27,0.0053,0.14,0.0047,0.3,0.0047,12.18,0.0038
2000-08-03,22.58,0.8988,33.82,0.0001,5.72,0.0036,0.18,0.0051,0.13,0.0047,0.39,0.0046,13.42,0.0037
2000-08-03,26.8,0.9732,31.601999999999997,0.0001,4.68,0.0038,0.14,0.005,0.15,0.0047,4.69,0.0036,2.48,0.0045
2000-08-03,30.07,0.9908,32.04,0.0001,5.22,0.0037,0.09,0.0049,0.11,0.0047,0.04,0.0047,3.34,0.0045
2000-08-03,22.64,0.9006,33.94,0.0001,5.63,0.0036,0.15,0.005,0.08,0.0047,0.33,0.0047,12.43,0.0037
2000-08-03,27.82,0.9808,31.436,0.0001,4.93,0.0037,0.15,0.005,0.21,0.0047,2.64,0.004,1.42,0.0046
2000-08-03,29.84,0.9901,28.48,0.0002,5.22,0.0037,0.02,0.0048,0.01,0.0047,1.99,0.0042,4.93,0.0043
2000-08-03,22.83,0.9061,33.93,0.0001,5.51,0.0036,0.23,0.0052,0.07,0.0047,0.37,0.0046,10.86,0.0039
2000-08-03,29.91,0.9903,28.9,0.0002,5.11,0.0037,0.16,0.005,0.11,0.0047,1.96,0.0042,7.97,0.0041
2000-08-03,23.16,0.9151,33.98,0.0001,5.6,0.0036,0.29,0.0053,0.05,0.0047,0.25,0.0047,10.93,0.0039
2000-08-03,30.43,0.9918,28.62,0.0002,5.59,0.0036,0.05,0.0048,0.07,0.0047,0.07,0.0047,2.91,0.0045
2000-08-03,24.05,0.9355,33.84,0.0001,5.55,0.0036,0.31,0.0053,0.12,0.0047,1.45,0.0043,12.85,0.0037
2000-08-03,24.17,0.9379,33.85,0.0001,5.59,0.0036,0.3,0.0053,0.12,0.0047,1.11,0.0044,12.72,0.0037
2000-08-04,30.56,0.9922,29.01,0.0002,5.79,0.0036,0.07,0.0049,0.12,0.0047,0.77,0.0045,5.07,0.0043
2000-08-04,30.75,0.9927,25.75,0.0002,3.4,0.004,0.11,0.0049,0.04,0.0047,2.07,0.0042,9.51,0.004
2000-08-04,29.78,0.9899,28.48,0.0002,4.09,0.0039,0.4,0.0055,0.05,0.0047,0.78,0.0045,10.05,0.0039
2000-08-04,29.81,0.99,30.7,0.0001,5.19,0.0037,0.02,0.0048,0.02,0.0047,0.79,0.0045,12.53,0.0037
2000-08-05,26.4,0.9695,31.886999999999997,0.0001,4.58,0.0038,0.17,0.0051,0.08,0.0047,1.53,0.0043,1.74,0.0046
2000-08-05,29.65,0.9895,28.88,0.0002,4.88,0.0037,0.4,0.0055,0.14,0.0047,5.96,0.0033,13.6,0.0037
2000-08-05,23.48,0.923,33.62,0.0001,5.19,0.0037,0.35,0.0054,0.14,0.0047,0.82,0.0045,10.11,0.0039
2000-08-05,23.53,0.9242,33.62,0.0001,5.17,0.0037,0.39,0.0055,0.13,0.0047,0.73,0.0045,10.82,0.0039
2000-08-05,28.1,0.9824,32.046,0.0001,4.44,0.0038,0.06,0.0049,0.35,0.0046,2.73,0.004,1.08,0.0047
2000-08-05,23.08,0.913,33.8,0.0001,5.46,0.0036,0.34,0.0054,0.07,0.0047,0.98,0.0045,10.87,0.0039
2000-08-05,29.88,0.9902,31.83,0.0001,4.71,0.0038,0.18,0.0051,0.05,0.0047,0.1,0.0047,0.47,0.0047
2000-08-05,28.45,0.9843,32.893,0.0001,4.34,0.0038,0.05,0.0048,0.11,0.0047,2.25,0.0041,0.74,0.0047
2000-08-05,22.09,0.8829,33.29,0.0001,5.56,0.0036,0.16,0.005,0.07,0.0047,0.88,0.0045,15.51,0.0035
2000-08-05,29.15,0.9876,29.92,0.0001,4.82,0.0038,0.98,0.0069,0.22,0.0047,0.03,0.0047,1.01,0.0047
2000-08-05,28.6,0.9851,32.472,0.0001,4.65,0.0038,0.05,0.0048,0.16,0.0047,1.91,0.0042,0.89,0.0047
2000-08-05,22.72,0.903,33.43,0.0001,5.74,0.0036,0.1,0.0049,0.13,0.0047,0.42,0.0046,16.25,0.0035
2000-08-05,28.31,0.9836,31.526999999999997,0.0001,4.69,0.0038,0.08,0.0049,0.1,0.0047,1.59,0.0043,1.24,0.0046
2000-08-05,22.69,0.9021,33.49,0.0001,5.68,0.0036,0.18,0.0051,0.13,0.0047,1.59,0.0043,18.7,0.0033
2000-08-05,28.3,0.9836,31.423000000000002,0.0001,4.36,0.0038,0.07,0.0049,0.14,0.0047,1.54,0.0043,2.16,0.0046
2000-08-06,27.61,0.9794,31.184,0.0001,4.56,0.0038,0.08,0.0049,0.03,0.0047,3.18,0.0039,1.92,0.0046
2000-08-06,23.82,0.9307,33.4,0.0001,5.53,0.0036,0.19,0.0051,0.16,0.0047,0.85,0.0045,17.05,0.0034
2000-08-06,27.77,0.9804,31.254,0.0001,4.59,0.0038,0.06,0.0049,0.12,0.0047,2.05,0.0042,2.97,0.0045
2000-08-06,29.7,0.9896,27.42,0.0002,4.88,0.0037,0.08,0.0049,0.02,0.0047,0.15,0.0047,3.98,0.0044
2000-08-06,28.0,0.9819,31.488000000000003,0.0001,4.67,0.0038,0.12,0.005,0.07,0.0047,1.63,0.0043,2.97,0.0045
2000-08-06,23.97,0.9338,33.44,0.0001,5.52,0.0036,0.12,0.005,0.09,0.0047,0.56,0.0046,16.58,0.0035
2000-08-06,28.25,0.9833,31.438000000000002,0.0001,4.98,0.0037,0.1,0.0049,0.07,0.0047,1.91,0.0042,3.14,0.0045
2000-08-06,30.08,0.9908,26.74,0.0002,4.82,0.0038,0.04,0.0048,0.06,0.0047,0.1,0.0047,4.78,0.0043
2000-08-06,23.41,0.9213,33.48,0.0001,5.55,0.0036,0.15,0.005,0.06,0.0047,0.48,0.0046,18.46,0.0033
2000-08-06,28.8,0.986,31.041,0.0001,4.97,0.0037,0.18,0.0051,0.07,0.0047,1.83,0.0042,1.35,0.0046
2000-08-06,30.51,0.9921,25.3,0.0002,4.34,0.0038,0.56,0.0059,0.14,0.0047,5.47,0.0034,8.0,0.0041
2000-08-06,23.5,0.9235,33.25,0.0001,5.5,0.0036,0.21,0.0051,0.1,0.0047,0.5,0.0046,15.63,0.0035
2000-08-06,22.96,0.9098,33.37,0.0001,5.14,0.0037,0.24,0.0052,0.08,0.0047,0.76,0.0045,15.79,0.0035
2000-08-06,22.05,0.8815,33.44,0.0001,4.81,0.0038,0.22,0.0052,0.26,0.0047,0.6,0.0046,15.95,0.0035
2000-08-07,22.09,0.8829,33.44,0.0001,4.84,0.0038,0.23,0.0052,0.25,0.0047,0.77,0.0045,15.84,0.0035
2000-08-07,28.25,0.9833,31.254,0.0001,4.91,0.0037,0.17,0.0051,0.12,0.0047,1.15,0.0044,2.68,0.0045
2000-08-07,27.95,0.9816,31.66800000000001,0.0001,4.94,0.0037,0.08,0.0049,0.21,0.0047,3.12,0.0039,5.2,0.0043
2000-08-07,22.22,0.8873,31.475,0.0001,5.03,0.0037,0.11,0.0049,1.33,0.0043,5.07,0.0035,6.45,0.0042
2000-08-08,26.91,0.9741,31.866999999999997,0.0001,4.72,0.0038,0.16,0.005,0.01,0.0047,0.1,0.0047,4.47,0.0044
2000-08-08,24.72,0.9477,31.666,0.0001,4.71,0.0038,0.09,0.0049,2.13,0.0041,3.16,0.0039,6.13,0.0042
2000-08-08,21.25,0.8507,33.27,0.0001,4.63,0.0038,0.33,0.0054,0.17,0.0047,0.25,0.0047,16.55,0.0035
2000-08-08,23.52,0.924,33.44,0.0001,4.59,0.0038,0.31,0.0053,0.15,0.0047,0.24,0.0047,16.53,0.0035
2000-08-08,25.84,0.9634,31.311,0.0001,4.89,0.0037,0.01,0.0048,0.11,0.0047,0.18,0.0047,6.35,0.0042
2000-08-08,23.52,0.924,33.44,0.0001,4.59,0.0038,0.31,0.0053,0.15,0.0047,0.24,0.0047,16.53,0.0035
2000-08-08,26.87,0.9738,31.881999999999998,0.0001,4.4,0.0038,0.13,0.005,1.31,0.0043,4.06,0.0037,5.88,0.0042
2000-08-08,23.64,0.9267,33.63,0.0001,4.72,0.0038,0.15,0.005,0.03,0.0047,0.34,0.0047,18.22,0.0034
2000-08-08,25.57,0.9601,32.7,0.0001,5.16,0.0037,0.2,0.0051,0.1,0.0047,0.48,0.0046,18.03,0.0034
2000-08-08,27.39,0.9779,31.999000000000002,0.0001,4.66,0.0038,0.06,0.0049,0.01,0.0047,0.09,0.0047,5.41,0.0043
2000-08-09,24.25,0.9394,32.58,0.0001,5.18,0.0037,0.19,0.0051,0.16,0.0047,0.88,0.0045,17.48,0.0034
2000-08-09,26.31,0.9686,31.993000000000002,0.0001,4.72,0.0038,0.35,0.0054,0.32,0.0046,0.33,0.0047,3.14,0.0045
2000-08-09,26.16,0.967,32.07,0.0001,5.13,0.0037,0.26,0.0052,0.13,0.0047,0.53,0.0046,17.12,0.0034
2000-08-09,24.38,0.9418,31.281,0.0001,5.82,0.0036,0.04,0.0048,1.6,0.0042,3.84,0.0037,5.65,0.0043
2000-08-09,24.27,0.9398,33.32,0.0001,5.14,0.0037,0.28,0.0053,0.02,0.0047,0.98,0.0045,18.83,0.0033
2000-08-09,24.04,0.9353,33.38,0.0001,5.14,0.0037,0.38,0.0055,0.13,0.0047,2.12,0.0042,21.5,0.0031
2000-08-09,24.25,0.9394,32.53,0.0001,5.18,0.0037,0.35,0.0054,0.14,0.0047,2.12,0.0042,21.44,0.0032
2000-08-10,23.73,0.9287,33.1,0.0001,5.11,0.0037,0.35,0.0054,0.08,0.0047,1.18,0.0044,21.4,0.0032
2000-08-10,24.2,0.9384,33.06,0.0001,5.04,0.0037,0.33,0.0054,0.06,0.0047,1.16,0.0044,21.44,0.0032
2000-08-10,22.26,0.8887,33.05,0.0001,5.11,0.0037,0.26,0.0052,0.08,0.0047,0.92,0.0045,17.55,0.0034
2000-08-10,26.9,0.974,31.82,0.0001,4.6,0.0038,0.26,0.0052,0.19,0.0047,0.88,0.0045,17.3,0.0034
2000-08-11,26.12,0.9666,31.8,0.0001,5.04,0.0037,0.32,0.0054,0.24,0.0047,1.33,0.0044,17.24,0.0034
2000-08-11,26.75,0.9727,30.183000000000003,0.0001,5.1,0.0037,0.02,0.0048,1.27,0.0043,2.11,0.0042,5.78,0.0043
2000-08-11,27.11,0.9757,32.053000000000004,0.0001,4.97,0.0037,0.26,0.0052,1.09,0.0044,0.26,0.0047,1.67,0.0046
2000-08-11,27.45,0.9783,31.936999999999998,0.0001,4.62,0.0038,0.15,0.005,0.01,0.0047,0.2,0.0047,2.31,0.0045
2000-08-11,27.57,0.9791,31.983,0.0001,4.7,0.0038,0.25,0.0052,0.01,0.0047,0.1,0.0047,3.68,0.0044
2000-08-11,27.77,0.9804,32.062,0.0001,4.87,0.0037,0.05,0.0048,0.09,0.0047,0.18,0.0047,6.06,0.0042
2000-08-12,28.0,0.9819,31.914,0.0001,4.62,0.0038,0.18,0.0051,0.45,0.0046,0.08,0.0047,4.45,0.0044
2000-08-12,27.03,0.9751,32.105,0.0001,5.02,0.0037,0.12,0.005,0.01,0.0047,0.07,0.0047,1.11,0.0046
2000-08-14,20.42,0.8121,32.353,0.0001,5.93,0.0036,0.02,0.0048,1.82,0.0042,1.66,0.0043,6.01,0.0042
2000-08-14,29.23,0.9879,31.515,0.0001,4.27,0.0039,0.04,0.0048,0.02,0.0047,0.01,0.0047,4.14,0.0044
2000-08-14,27.48,0.9785,31.943,0.0001,4.6,0.0038,0.01,0.0048,0.08,0.0047,0.18,0.0047,5.54,0.0043
2000-08-14,28.55,0.9849,31.268,0.0001,4.58,0.0038,0.29,0.0053,0.06,0.0047,0.1,0.0047,3.99,0.0044
2000-08-15,28.94,0.9867,29.298000000000002,0.0002,4.63,0.0038,0.07,0.0049,0.09,0.0047,0.07,0.0047,4.72,0.0043
2000-08-15,28.07,0.9823,32.273,0.0001,4.74,0.0038,0.31,0.0053,1.97,0.0041,0.94,0.0045,4.63,0.0043
2000-08-15,28.43,0.9842,31.985,0.0001,4.33,0.0038,0.01,0.0048,0.69,0.0045,0.22,0.0047,4.87,0.0043
2000-10-05,19.61,0.7674,31.406999999999996,0.0001,4.91,0.0037,0.26,0.0052,1.03,0.0044,4.41,0.0036,8.98,0.004
2000-10-05,20.04,0.792,31.82,0.0001,5.22,0.0037,0.02,0.0048,0.73,0.0045,1.25,0.0044,4.53,0.0044
2000-10-05,20.25,0.8033,31.47300000000001,0.0001,5.51,0.0036,1.53,0.0084,0.69,0.0045,5.18,0.0035,4.05,0.0044
2000-10-05,20.86,0.8335,31.616999999999997,0.0001,5.16,0.0037,0.19,0.0051,0.89,0.0045,0.76,0.0045,3.54,0.0044
2000-10-05,20.78,0.8297,31.61,0.0001,5.36,0.0037,0.18,0.0051,0.61,0.0045,0.88,0.0045,3.71,0.0044
2000-10-05,20.61,0.8216,31.825,0.0001,5.29,0.0037,0.28,0.0053,0.84,0.0045,0.76,0.0045,4.36,0.0044
2000-10-06,20.31,0.8064,31.511,0.0001,5.34,0.0037,0.52,0.0058,0.61,0.0045,0.68,0.0046,4.31,0.0044
2000-10-06,18.62,0.7034,31.399,0.0001,5.54,0.0036,0.06,0.0049,1.29,0.0043,1.59,0.0043,9.13,0.004
2000-10-06,19.49,0.7602,30.84800000000001,0.0001,5.15,0.0037,0.17,0.0051,1.67,0.0042,2.35,0.0041,11.31,0.0038
2000-10-07,19.81,0.7791,29.471999999999998,0.0001,5.7,0.0036,0.22,0.0052,0.99,0.0044,1.1,0.0044,2.92,0.0045
2000-10-07,19.99,0.7892,31.63300000000001,0.0001,5.66,0.0036,0.22,0.0052,0.59,0.0046,0.8,0.0045,6.12,0.0042
2000-10-07,20.54,0.8181,31.549,0.0001,5.37,0.0037,0.46,0.0056,1.18,0.0044,1.31,0.0044,5.47,0.0043
2000-10-07,20.67,0.8245,31.609,0.0001,5.6,0.0036,0.06,0.0049,1.1,0.0044,1.14,0.0044,4.76,0.0043
2000-10-07,19.88,0.7831,31.93,0.0001,5.7,0.0036,0.45,0.0056,0.85,0.0045,0.43,0.0046,10.35,0.0039
2000-10-07,20.8,0.8307,31.555999999999997,0.0001,5.48,0.0036,3.29,0.0163,0.83,0.0045,0.91,0.0045,4.27,0.0044
2000-10-07,19.56,0.7644,31.93,0.0001,5.53,0.0036,0.37,0.0055,0.81,0.0045,0.28,0.0047,9.04,0.004
2000-10-07,21.18,0.8478,31.831,0.0001,5.19,0.0037,0.59,0.0059,0.87,0.0045,1.16,0.0044,3.52,0.0044
2000-10-07,19.49,0.7602,32.87,0.0001,5.71,0.0036,0.36,0.0054,0.77,0.0045,0.74,0.0045,10.19,0.0039
2000-10-08,20.45,0.8136,31.669,0.0001,5.27,0.0037,0.34,0.0054,1.63,0.0042,0.93,0.0045,5.93,0.0042
2000-10-08,20.03,0.7914,31.773000000000003,0.0001,6.32,0.0035,0.49,0.0057,0.98,0.0044,0.82,0.0045,10.9,0.0039
