Observation Date,Phosphate Phosphorus,Nitrous Acid Nitrogen,Nitric Acid Nitrogen,Silicic Acid Silicon,Probability
2000-12-06,0.1,0.06,4.09,11.29,0.0535
2000-12-06,0.18,0.09,3.79,10.48,0.0593
2000-12-06,0.24,0.22,0.53,13.79,0.0622
2000-12-06,0.16,0.04,2.01,5.56,0.1295
2000-12-07,0.24,0.25,1.68,19.21,0.0294
2000-12-07,0.1,0.05,2.6,3.81,0.136
2000-12-07,0.19,0.28,0.65,18.45,0.0357
2000-12-07,0.11,0.04,2.78,5.81,0.1122
2000-12-07,0.59,1.68,7.13,6.35,0.0075
2000-12-07,0.09,0.07,4.73,6.54,0.0751
2000-12-07,0.11,0.37,0.64,12.08,0.0587
2000-12-07,0.14,0.23,3.81,10.18,0.0509
2000-12-07,0.64,1.26,6.56,8.27,0.0118
2000-12-07,0.08,0.06,3.55,12.6,0.0512
2000-12-07,0.21,0.64,1.21,17.23,0.0235
2000-12-07,0.69,1.25,3.78,6.54,0.0226
2000-12-07,0.2,0.06,2.63,4.02,0.1335
2000-12-07,0.26,0.33,1.91,21.02,0.0215
2000-12-07,0.28,0.35,1.53,21.55,0.0212
2000-12-07,0.69,1.14,4.37,5.74,0.0255
2000-12-07,0.28,0.25,1.84,22.79,0.0202
2000-12-07,0.22,1.45,3.03,3.07,0.0258
2000-12-07,0.29,0.29,1.75,22.34,0.0204
2000-12-07,0.21,0.24,1.29,22.74,0.0222
2000-12-08,0.18,0.28,1.5,18.93,0.0297
2000-12-08,0.39,1.43,3.03,5.82,0.0207
2000-12-08,0.29,1.02,2.42,3.17,0.0487
2000-12-08,0.16,0.35,1.56,15.79,0.0366
2000-12-08,0.44,1.51,3.54,4.11,0.0206
2000-12-08,1.02,0.69,6.41,9.41,0.0237
2000-12-08,0.12,0.34,1.4,19.81,0.0254
2000-12-08,0.19,0.04,3.62,4.2,0.116
2000-12-08,0.8,0.87,6.39,7.85,0.0213
2000-12-08,0.16,0.06,1.12,3.59,0.1706
2000-12-08,1.06,0.9,6.65,11.9,0.0137
2000-12-08,0.19,0.03,1.58,3.9,0.1617
2000-12-08,1.03,1.06,5.42,9.14,0.0179
2000-12-08,1.16,0.03,1.87,3.94,0.1783
2000-12-08,1.02,0.89,7.3,9.88,0.0151
2000-12-08,0.13,0.11,1.89,19.73,0.0316
2000-12-08,0.19,1.0,2.39,3.49,0.0479
2000-12-08,0.22,0.04,2.39,3.58,0.1472
2000-12-08,0.4,1.7,1.69,1.26,0.029
2000-12-08,0.21,0.02,1.94,5.7,0.1332
2000-12-08,0.14,0.32,1.19,14.25,0.0466
2000-12-09,0.18,0.08,3.45,9.42,0.07
2000-12-09,0.29,1.21,1.58,3.06,0.0446
2000-12-09,0.13,0.35,0.62,17.11,0.0372
2000-12-09,0.34,1.07,2.37,5.09,0.0386
2000-12-09,0.29,0.28,1.94,21.18,0.0225
2000-12-09,1.52,0.92,12.4,11.54,0.0058
2000-12-09,0.27,0.25,1.85,21.93,0.0219
2000-12-09,0.19,0.04,2.9,6.68,0.1031
2000-12-09,0.17,0.04,2.36,8.11,0.0978
2000-12-09,0.99,1.34,11.06,10.6,0.0042
2000-12-09,0.26,0.27,1.94,21.66,0.0216
2000-12-09,0.25,0.29,1.83,21.58,0.0216
2000-12-09,0.07,0.03,2.29,6.96,0.1093
2000-12-09,0.1,0.07,2.3,4.6,0.1295
2000-12-13,0.1,0.1,7.99,8.68,0.0352
2000-12-13,0.06,0.13,9.77,11.6,0.0189
2000-12-13,0.19,0.1,7.05,9.38,0.0388
2000-12-13,0.13,0.04,10.37,16.55,0.0118
2000-12-14,0.09,0.61,0.92,19.63,0.0198
2000-12-14,0.05,0.11,1.32,17.91,0.0408
2000-12-14,0.13,0.19,0.67,17.78,0.0421
2000-12-15,0.15,0.51,1.49,13.57,0.0376
2000-12-15,0.21,0.68,1.75,13.37,0.0301
2000-12-15,0.27,0.35,2.26,18.24,0.0261
2000-12-15,0.25,0.33,2.35,18.11,0.0266
2000-12-16,0.23,0.26,1.84,19.36,0.0278
2000-12-16,0.25,0.28,1.95,19.82,0.0256
2000-12-16,0.25,0.68,1.24,13.93,0.0311
2000-12-17,0.27,0.72,1.16,13.91,0.0301
2000-12-17,0.34,0.58,3.02,20.97,0.0133
2001-02-09,0.71,0.28,10.32,15.93,0.0103
2001-02-09,0.53,0.43,2.01,15.34,0.0343
2001-02-09,0.52,0.43,14.46,2.06,0.0168
2001-02-09,0.5,0.41,13.17,2.32,0.0207
2001-02-09,0.44,0.3,10.67,1.64,0.0377
2001-02-11,0.66,0.06,12.11,16.86,0.0092
2001-02-11,0.48,0.03,12.21,19.09,0.0073
2001-02-11,0.88,0.05,7.68,14.04,0.0265
2001-02-11,0.44,0.23,4.68,8.73,0.0536
2001-02-11,0.09,0.35,7.08,5.4,0.0411
2001-02-11,0.13,0.26,5.68,5.43,0.0576
2001-02-12,0.96,0.37,3.82,7.5,0.0636
2001-02-12,0.46,0.22,6.05,6.44,0.0547
2001-02-13,0.2,0.18,6.12,11.57,0.033
2001-02-13,0.28,0.35,9.95,1.89,0.0378
2001-02-13,0.28,0.26,12.93,17.81,0.0053
2001-02-13,0.27,0.41,9.84,1.8,0.0359
2001-02-13,0.76,0.17,11.44,19.88,0.0067
2001-02-13,0.65,0.14,14.38,20.59,0.0039
2001-02-13,0.44,0.33,11.45,1.59,0.0322
2001-02-13,0.66,0.08,14.12,24.73,0.0029
2001-02-13,0.39,0.37,13.16,1.82,0.0225
2001-02-13,0.68,0.05,13.4,20.22,0.0054
2001-02-13,0.54,0.46,15.62,1.59,0.014
2001-02-14,0.52,0.44,1.86,15.19,0.0351
2001-02-14,0.48,0.07,7.08,12.8,0.0301
2001-02-14,0.23,0.05,4.52,8.63,0.0667
2001-02-14,0.46,0.08,5.42,7.54,0.0644
2001-02-14,0.61,0.35,3.86,5.14,0.0764
2001-02-14,0.54,0.34,3.32,6.27,0.0747
2001-02-15,0.42,0.63,8.39,13.45,0.0111
2001-02-15,0.33,0.49,7.26,11.6,0.0189
2001-02-17,0.2,0.41,9.67,9.17,0.0176
2001-02-17,0.22,0.58,8.66,12.95,0.0115
2001-02-17,0.33,0.64,7.22,11.5,0.0159
2001-02-17,0.35,0.35,1.55,15.25,0.0399
2001-02-17,0.23,0.47,4.89,12.15,0.0266
2001-02-17,0.36,0.35,15.27,1.68,0.0164
2001-02-17,0.28,0.35,6.17,12.09,0.0255
2001-02-17,0.35,0.4,13.45,2.1,0.0199
2001-02-17,0.19,0.19,3.0,9.85,0.0632
2001-02-17,0.28,0.25,11.01,1.36,0.038
2001-02-17,0.18,0.16,3.8,7.93,0.0693
2001-02-17,0.26,0.4,10.51,1.54,0.0335
2001-02-18,0.31,0.5,4.81,11.64,0.0277
2001-02-18,0.17,0.37,6.32,15.62,0.0167
2001-02-18,0.33,0.3,7.13,15.26,0.017
2001-02-18,0.18,0.31,4.18,9.86,0.0452
2001-02-18,0.25,0.33,9.82,1.65,0.0403
2001-02-18,0.21,0.45,5.22,6.47,0.045
2001-02-18,0.23,0.22,1.62,10.04,0.0747
2001-02-18,0.18,0.28,1.62,10.81,0.0641
2001-02-18,0.17,0.26,10.49,1.14,0.0409
2001-02-19,0.12,0.26,10.57,1.54,0.0385
2001-02-19,0.12,0.25,10.93,1.46,0.0371
2001-02-19,0.14,0.23,14.75,1.53,0.0204
2001-02-19,0.32,0.32,1.82,15.82,0.0373
2001-02-19,0.15,0.24,1.55,14.82,0.046
2001-02-19,0.15,0.17,6.95,9.63,0.0351
2001-02-19,0.18,0.37,5.96,8.29,0.0368
2001-02-19,0.19,0.19,3.17,7.37,0.0779
2001-02-19,0.18,0.27,6.07,7.96,0.0422
2001-02-19,0.18,0.21,2.17,8.42,0.0803
2001-02-19,0.16,0.18,4.16,7.62,0.0657
2001-02-20,0.15,0.69,4.13,13.0,0.0207
2001-02-20,0.18,0.83,4.69,14.29,0.014
2001-02-20,0.41,0.4,4.96,10.56,0.0346
2001-02-20,0.18,0.45,2.07,9.53,0.055
2001-02-20,0.17,0.25,7.82,9.3,0.0286
2001-02-21,0.22,0.29,13.48,1.77,0.023
2001-02-21,0.13,0.38,9.58,1.53,0.039
2001-02-21,0.16,0.27,8.88,1.61,0.0498
2001-02-22,0.15,0.23,8.26,0.03,0.067
2001-02-22,0.11,0.28,11.29,0.83,0.0358
2001-02-22,0.21,0.22,8.58,10.91,0.0225
2001-02-22,0.18,0.25,10.68,11.16,0.0149
2001-02-22,0.08,0.27,11.74,0.99,0.033
2001-02-22,0.18,0.25,10.68,11.16,0.0149
2001-02-22,0.1,0.26,11.15,1.39,0.0355
2001-02-22,0.39,0.3,11.36,11.94,0.012
2001-02-22,0.34,0.64,11.38,16.64,0.0048
2001-02-22,0.11,0.28,11.29,0.83,0.0358
2001-02-22,0.12,0.26,1.0,12.2,0.0628
2001-02-23,0.06,0.18,11.22,0.69,0.0412
2001-04-04,0.71,0.42,9.02,7.11,0.0259
2001-04-04,0.34,0.28,5.72,7.04,0.0495
2001-04-04,0.56,0.16,3.26,4.56,0.1094
2001-04-05,0.26,0.2,4.93,6.45,0.0646
2001-04-05,0.35,0.32,4.17,5.86,0.0676
2001-04-06,0.26,0.29,1.38,6.5,0.0997
2001-04-06,0.38,0.37,1.38,6.95,0.0888
2001-04-06,0.46,0.3,4.1,5.85,0.0713
2001-04-09,0.44,0.95,6.31,4.81,0.0248
2001-04-09,0.22,1.06,8.39,4.9,0.0146
2001-04-09,0.22,1.06,8.39,4.9,0.0146
2001-04-09,0.07,0.89,9.66,3.9,0.0159
2001-04-09,0.08,1.06,2.5,5.26,0.0361
2001-04-10,0.25,0.91,2.54,0.11,0.0728
2001-04-10,0.06,0.69,3.09,2.06,0.0701
2001-04-10,0.06,1.53,4.97,0.11,0.0222
2001-04-10,0.25,1.29,3.36,6.56,0.0213
2001-04-10,0.13,3.09,3.6,0.89,0.0036
2001-04-12,0.11,0.5,8.02,0.73,0.0465
2001-04-12,0.15,0.37,8.02,0.12,0.0582
2001-04-12,0.06,1.26,4.49,0.96,0.031
2001-04-12,0.13,0.36,7.72,0.02,0.0622
2001-04-12,0.18,1.27,6.17,1.09,0.0235
2001-04-12,0.16,0.41,7.21,0.21,0.0626
2001-04-12,0.04,0.97,1.6,1.6,0.0658
2001-04-12,0.06,1.0,3.35,2.25,0.0453
2001-04-12,0.05,1.2,2.02,1.44,0.0473
2001-04-12,0.18,0.31,8.06,0.12,0.0625
2001-04-13,0.16,0.24,10.21,0.38,0.0471
2001-04-13,0.32,0.91,2.31,1.22,0.0687
2001-04-13,0.05,0.54,6.24,0.22,0.0611
2001-04-13,0.05,0.33,7.39,0.28,0.0654
2001-04-13,0.15,0.31,6.32,0.2,0.0809
2001-04-13,0.2,0.38,0.2,7.28,0.0989
2001-04-15,0.27,0.37,0.44,5.65,0.1132
2001-04-15,0.24,0.39,5.66,0.42,0.081
2001-04-15,0.33,0.31,9.48,0.43,0.0497
2001-04-15,0.02,0.63,12.37,0.45,0.0198
2001-04-15,0.31,0.43,10.02,0.75,0.038
2001-04-15,0.18,0.39,7.17,0.26,0.0644
2001-04-16,0.1,0.24,7.36,0.54,0.072
2001-04-16,0.07,0.17,6.97,0.66,0.0817
2001-04-16,0.1,0.32,8.12,0.39,0.0589
2001-04-16,0.12,0.35,0.33,8.45,0.089
2001-04-16,0.13,1.25,0.55,0.67,0.0613
2001-04-16,0.13,0.45,7.08,0.83,0.057
2001-04-16,0.04,0.35,6.46,0.88,0.0696
2001-04-17,0.31,0.44,4.87,0.58,0.0858
2001-04-17,0.16,1.13,5.56,5.91,0.0191
2001-04-17,0.45,0.17,6.09,0.84,0.0977
2001-04-17,0.37,0.29,3.58,0.04,0.1311
2001-04-17,0.33,0.31,7.19,0.99,0.0676
2001-04-18,0.33,0.28,0.59,7.72,0.1027
2001-04-18,0.33,0.26,7.97,0.55,0.0663
2001-04-18,0.37,0.32,3.74,0.58,0.118
2001-04-18,0.45,0.23,7.81,0.38,0.073
2001-04-27,0.32,0.21,5.64,0.15,0.1041
2001-05-26,0.14,0.02,1.6,4.39,0.1551
2001-05-26,0.11,0.27,1.5,5.17,0.1105
2001-06-04,0.37,0.08,12.12,6.26,0.0246
2001-06-04,0.33,0.08,11.05,4.68,0.0339
2001-06-05,0.18,0.08,10.32,2.24,0.0472
2001-06-05,0.11,0.07,10.61,2.23,0.0452
2001-06-05,0.27,0.12,12.65,4.86,0.0242
2001-06-05,0.24,0.16,9.98,1.6,0.0486
2001-06-05,0.15,0.08,11.92,1.2,0.0403
2001-06-06,0.08,0.8,4.71,1.31,0.0513
2001-06-06,0.11,0.1,0.55,0.26,0.2302
2001-06-06,0.06,0.26,0.51,0.12,0.1976
2001-06-06,0.08,0.39,0.38,0.16,0.1754
2001-06-07,0.05,0.09,0.12,0.17,0.2453
2001-06-07,0.09,0.02,0.18,0.04,0.2644
2001-06-07,0.09,0.1,0.27,0.15,0.24
2001-06-07,0.06,0.22,0.27,0.01,0.2144
2001-06-08,0.08,0.13,0.35,0.37,0.2263
2001-06-08,0.09,0.01,0.2,0.82,0.251
2001-06-08,0.32,0.16,13.69,5.07,0.0192
2001-06-08,0.08,0.42,1.48,0.57,0.1403
2001-06-08,0.39,0.15,6.55,9.11,0.042
2001-06-08,0.05,0.23,0.54,0.68,0.1936
2001-06-09,0.05,0.39,0.55,1.01,0.1587
2001-06-09,0.05,0.41,0.59,0.96,0.155
2001-06-09,0.05,0.38,1.06,0.52,0.1557
2001-06-09,0.05,0.59,5.15,6.03,0.0389
2001-06-10,0.31,0.11,6.17,5.33,0.0665
2001-06-10,0.29,0.24,3.33,4.49,0.0952
2001-06-11,0.16,0.24,9.54,1.48,0.0471
2001-06-11,0.1,0.13,9.07,1.14,0.0594
2001-06-11,0.22,0.26,11.35,1.49,0.0347
2001-06-11,0.05,0.58,0.36,3.32,0.1075
2001-06-11,0.37,0.15,5.12,8.15,0.0577
2001-06-11,0.26,0.26,5.53,1.45,0.0878
2001-06-11,0.13,0.06,4.17,6.6,0.0829
2001-06-11,0.12,0.47,0.47,1.25,0.1455
2001-06-11,0.28,0.34,8.18,1.97,0.0504
2001-06-11,0.09,0.4,0.65,1.0,0.1558
2001-06-11,0.4,0.45,7.87,2.51,0.0448
2001-06-11,0.16,0.43,0.45,1.25,0.1534
2001-06-11,0.04,0.24,0.3,4.44,0.1438
2001-06-11,0.33,0.34,8.16,5.42,0.0364
2001-06-12,0.39,0.31,5.44,7.75,0.047
2001-06-12,0.08,0.28,0.94,4.1,0.13
2001-06-12,0.06,0.28,0.38,4.95,0.1304
2001-06-12,0.25,0.09,2.89,8.87,0.0803
2001-06-12,0.25,0.09,2.89,8.87,0.0803
2001-06-12,0.25,0.09,2.89,8.87,0.0803
2001-06-12,0.18,0.16,2.54,8.6,0.0791
2001-06-12,0.18,0.07,2.27,8.22,0.0949
2001-06-12,0.16,0.12,1.35,7.24,0.1121
2001-06-15,0.19,0.08,3.47,7.79,0.0815
2001-06-15,0.05,0.09,2.55,7.2,0.0957
2001-06-15,0.14,0.12,2.4,7.52,0.0931
2001-06-16,0.2,0.05,2.55,9.47,0.0832
2001-06-16,0.05,0.07,2.49,8.7,0.086
2001-06-16,0.22,0.15,3.9,7.85,0.0701
2001-06-16,0.03,0.1,3.09,7.18,0.087
2001-06-16,0.05,0.02,3.59,4.26,0.116
2001-06-16,0.33,0.29,0.09,8.95,0.0978
2001-06-16,0.36,0.38,9.31,4.85,0.0306
2001-06-16,0.01,0.35,3.03,5.4,0.0769
2001-06-16,0.4,0.37,5.7,2.24,0.0713
2001-06-16,0.08,0.91,5.74,7.64,0.0203
2001-06-16,0.11,0.17,3.35,6.94,0.0797
2001-06-16,0.14,0.44,8.12,2.84,0.0403
2001-06-16,0.13,0.07,2.65,5.94,0.1096
2001-06-16,0.21,0.3,6.34,1.74,0.0713
2001-06-16,0.07,0.16,2.69,7.29,0.0858
2001-06-16,0.07,0.16,2.69,7.29,0.0858
2001-06-17,0.18,0.14,6.75,2.71,0.0736
2001-06-17,0.03,0.21,3.93,11.0,0.0464
2001-06-17,0.03,0.13,3.93,9.19,0.061
2001-06-17,0.4,0.16,8.57,2.06,0.0596
2001-06-17,0.08,0.09,3.99,7.93,0.072
2001-06-17,0.28,0.36,10.04,3.37,0.0318
2001-06-17,0.06,0.05,3.39,7.7,0.0844
2001-06-17,0.22,0.28,9.67,1.33,0.045
2001-06-17,0.26,0.34,9.84,1.7,0.0395
2001-06-20,0.32,0.13,3.34,7.12,0.0852
2001-06-20,0.14,0.07,2.5,9.15,0.0836
2001-06-20,0.22,0.11,3.71,8.28,0.0727
2001-06-20,0.14,0.12,3.52,8.7,0.0702
2001-06-20,0.2,0.14,3.34,10.31,0.061
2001-07-31,0.01,0.2,4.87,3.97,0.0791
2001-07-31,0.03,0.08,2.23,5.65,0.1165
2001-08-01,0.16,0.11,1.1,14.89,0.0577
2001-08-01,0.08,0.1,0.99,9.3,0.0991
2001-08-03,0.41,0.56,3.36,2.37,0.0807
2001-08-03,0.18,0.14,0.3,0.79,0.2212
2001-08-03,0.16,0.13,0.47,0.49,0.2232
2001-08-03,0.15,0.12,0.55,0.59,0.221
2001-08-04,0.17,0.25,1.06,0.93,0.176
2001-08-04,0.28,0.11,0.69,1.39,0.2094
2001-08-04,0.07,0.13,0.34,0.36,0.2265
2001-08-04,0.17,0.14,0.36,1.43,0.2082
2001-08-04,0.17,0.14,0.48,2.93,0.1811
2001-08-05,0.21,0.16,0.49,1.18,0.2057
2001-08-05,0.09,0.09,2.27,3.76,0.1368
2001-08-05,0.3,0.11,0.54,1.54,0.2116
2001-08-06,0.19,0.16,0.47,0.81,0.2119
2001-08-06,0.17,0.13,0.67,0.75,0.2132
2001-08-06,0.18,0.32,0.43,1.05,0.1767
2001-08-08,0.31,0.06,0.4,1.49,0.2278
2001-08-08,0.21,0.22,0.22,0.47,0.2124
2001-08-15,0.32,0.18,10.45,0.02,0.0519
2001-08-15,0.33,0.03,10.05,0.41,0.064
2001-08-16,0.11,0.08,12.25,0.22,0.0417
2001-08-16,0.11,0.08,12.25,0.22,0.0417
2001-08-16,0.05,0.16,9.38,0.14,0.0596
2001-08-16,0.1,0.01,10.05,0.33,0.0637
2001-08-16,0.44,0.11,10.7,1.21,0.0495
2001-08-16,0.39,0.08,10.17,0.29,0.0604
2001-08-16,0.05,0.08,0.15,4.14,0.1794
2001-08-18,0.11,0.11,0.23,7.91,0.125
2001-08-18,0.04,0.1,8.2,0.16,0.0767
2001-08-22,0.2,0.05,5.96,0.51,0.1133
2001-08-22,0.46,0.12,5.99,0.05,0.1131
2001-08-22,0.25,0.04,5.54,0.34,0.1248
2001-08-23,0.19,0.1,7.54,0.24,0.0863
2001-08-23,0.06,0.01,0.44,8.87,0.1236
2001-08-23,0.05,0.03,0.46,1.86,0.2183
2001-08-23,0.28,0.09,5.25,0.77,0.119
2001-08-23,0.32,0.04,5.4,0.11,0.1314
2001-08-24,0.28,0.17,6.39,0.18,0.0966
2001-08-24,0.36,0.04,4.32,0.22,0.1529
2001-08-24,0.28,0.08,0.48,4.85,0.1669
2001-08-25,0.31,0.09,0.31,5.11,0.1662
2001-08-25,0.26,0.07,5.26,0.27,0.1267
2001-08-25,0.23,0.05,4.38,0.17,0.1477
2001-08-25,0.38,0.13,7.02,0.2,0.0933
2001-08-25,0.32,0.05,7.5,0.35,0.093
2001-08-26,0.28,0.22,6.03,0.41,0.0942
2001-08-26,0.3,0.05,4.91,0.02,0.1402
2001-08-26,0.47,0.02,10.89,0.3,0.0588
2001-08-31,0.22,0.23,3.79,0.24,0.1306
2001-08-31,0.22,0.29,5.49,0.37,0.0936
2001-08-31,0.57,0.38,6.18,0.17,0.0817
2001-08-31,0.31,0.37,5.5,0.57,0.0847
2001-10-13,0.31,1.85,1.12,4.78,0.0183
2001-10-13,0.32,0.35,2.07,5.63,0.0916
2001-10-13,0.13,0.07,0.86,2.2,0.1955
2001-10-13,0.15,0.17,0.31,3.14,0.176
2001-10-13,0.11,0.08,0.09,2.99,0.2006
2001-10-13,0.11,0.08,0.46,1.9,0.2086
2001-10-14,0.08,0.06,0.62,3.14,0.1875
2001-10-14,0.18,0.17,0.77,3.5,0.1608
2001-10-14,0.4,0.93,1.41,7.6,0.0424
2001-10-14,0.34,0.45,0.64,3.7,0.1209
2001-10-16,0.06,0.51,7.83,1.23,0.0447
2001-10-16,0.33,0.55,7.35,1.68,0.0461
2001-10-16,0.12,0.51,6.43,0.48,0.0607
2001-10-16,0.17,0.41,6.02,0.6,0.0727
2001-10-19,0.02,0.02,1.13,10.45,0.0949
2001-10-19,0.12,0.18,8.44,0.24,0.0675
2001-10-19,0.13,0.45,10.36,2.87,0.0276
2001-10-19,0.22,0.31,5.53,0.58,0.0891
2001-10-19,0.07,0.24,9.97,0.43,0.048
2001-10-20,0.06,0.36,7.89,0.55,0.0569
2001-10-20,0.09,0.37,9.4,2.05,0.0384
2001-10-20,0.02,0.38,8.67,0.59,0.0485
2001-10-20,0.12,0.49,11.05,3.21,0.0227
2001-10-20,0.13,0.2,10.01,0.41,0.0507
2001-10-20,0.11,0.64,10.25,0.38,0.0283
2001-10-20,0.15,0.67,0.33,10.03,0.0525
2001-10-22,0.25,0.22,0.39,6.72,0.1225
2001-10-22,0.25,0.22,0.39,6.72,0.1225
2001-10-22,0.27,0.21,6.98,0.28,0.0833
2001-10-22,0.34,0.41,5.95,0.15,0.0788
2001-10-22,0.12,0.3,13.8,5.36,0.0148
2001-10-23,0.27,0.44,11.7,5.23,0.0182
2001-10-23,0.25,0.23,13.27,4.54,0.0196
2001-10-23,0.38,0.22,13.86,5.45,0.0168
2001-10-23,0.19,0.64,13.71,5.03,0.0102
2001-10-23,0.18,0.55,5.92,10.98,0.0226
2001-10-24,0.08,0.58,3.59,10.92,0.0315
2001-10-24,0.06,0.55,11.63,3.24,0.0188
2001-10-24,0.43,0.71,8.27,3.19,0.0286
2001-10-25,0.36,0.46,6.12,3.03,0.0551
2001-10-25,0.55,0.77,12.4,5.89,0.0105
2001-10-25,0.55,0.77,12.4,4.42,0.0121
2001-10-25,0.51,0.72,4.55,11.93,0.022
2001-10-25,0.73,0.82,14.21,6.41,0.0071
2001-10-25,0.62,0.75,14.52,5.77,0.0077
2001-11-15,0.09,3.12,0.14,0.59,0.0062
2001-11-16,0.02,4.13,7.75,0.19,0.0005
2001-11-17,0.04,1.08,2.9,0.15,0.0539
2001-12-07,0.4,0.27,8.68,3.12,0.0463
2001-12-07,0.32,0.15,7.9,4.65,0.0516
2001-12-07,0.38,0.23,6.0,2.26,0.08
2001-12-07,0.43,0.38,5.98,5.07,0.0517
2001-12-08,0.51,0.33,4.72,2.21,0.0887
2001-12-08,0.48,0.36,6.8,2.07,0.0626
2001-12-08,0.42,0.32,5.7,1.54,0.0811
2001-12-08,0.42,0.5,6.13,1.79,0.0597
2001-12-08,0.37,0.26,8.76,4.55,0.04
2001-12-08,0.35,0.25,4.21,8.11,0.059
2001-12-11,0.25,0.25,3.11,6.55,0.0798
2001-12-11,0.29,0.2,6.98,3.87,0.0602
2001-12-11,0.49,0.79,10.08,6.15,0.0144
2001-12-18,0.48,0.36,6.8,2.07,0.0626
2001-12-18,0.42,0.32,5.7,1.54,0.0811
2001-12-18,0.42,0.5,6.13,1.79,0.0597
2001-12-18,0.35,0.25,4.21,8.11,0.059
2001-12-19,0.31,0.37,7.94,3.41,0.0441
2001-12-19,0.1,0.32,11.14,7.41,0.0181
2001-12-19,0.02,0.38,8.08,6.8,0.029
2001-12-19,0.13,0.43,9.0,10.79,0.0161
2001-12-20,0.15,0.44,9.4,7.34,0.021
2001-12-20,0.09,0.73,9.89,10.62,0.0096
2001-12-20,0.22,0.74,10.82,7.52,0.0113
2001-12-20,0.23,0.77,7.11,10.11,0.0155
2001-12-20,0.17,0.84,5.11,11.98,0.0162
2001-12-20,0.19,0.92,13.78,5.46,0.0067
2001-12-20,0.21,0.82,11.14,10.05,0.0075
2001-12-20,0.21,0.06,12.8,11.08,0.0135
2001-12-21,0.25,0.68,9.8,6.09,0.0168
2001-12-21,0.2,0.65,10.7,5.16,0.0164
2001-12-21,0.19,0.81,9.94,6.47,0.0132
2001-12-23,0.35,0.82,6.15,10.92,0.0161
2001-12-23,0.33,0.87,10.64,6.23,0.0115
2001-12-23,0.17,0.88,6.55,12.93,0.011
2001-12-23,0.15,0.84,13.25,6.73,0.0071
2001-12-23,0.72,0.27,6.62,11.52,0.0299
2001-12-23,0.29,0.65,14.28,5.89,0.0085
2001-12-23,0.75,0.31,6.31,12.53,0.0272
2001-12-23,0.67,0.32,7.14,11.59,0.0254
2001-12-23,0.42,0.52,3.7,8.97,0.0428
2001-12-23,0.08,0.88,12.71,4.9,0.0088
2001-12-23,0.04,0.84,14.95,4.77,0.0064
2001-12-24,0.63,0.34,4.32,10.36,0.0438
2001-12-24,0.8,0.28,6.27,10.84,0.0338
2001-12-24,0.75,0.22,6.37,11.77,0.0325
2001-12-24,0.36,0.37,3.91,9.97,0.0447
2001-12-24,0.79,0.33,5.94,12.29,0.029
2001-12-24,0.71,0.48,4.23,9.87,0.0397
2001-12-24,0.66,0.4,4.51,9.94,0.0413
2001-12-24,0.43,0.4,2.13,8.05,0.0694
2001-12-24,0.43,0.3,2.55,8.65,0.0693
2001-12-25,0.68,0.24,4.67,11.27,0.0432
2001-12-25,0.5,0.39,3.5,9.59,0.0494
2001-12-25,0.7,0.29,5.55,10.38,0.0386
2001-12-27,0.59,0.25,5.38,9.31,0.0454
2001-12-27,0.5,0.28,4.87,10.37,0.0422
2001-12-27,0.52,0.3,5.38,10.25,0.0385
2001-12-27,0.24,0.51,1.79,6.76,0.0703
2001-12-27,0.18,0.29,0.82,4.79,0.1249
2001-12-27,0.23,0.24,2.52,10.23,0.0623
2001-12-27,0.7,0.27,6.54,10.69,0.0327
2001-12-28,0.71,0.22,5.54,8.22,0.0521
2001-12-28,0.86,0.13,13.16,13.49,0.0103
2002-01-31,0.51,0.56,17.14,14.74,0.0025
2002-01-31,0.48,0.51,12.96,10.31,0.0084
2002-01-31,0.31,0.32,11.16,9.55,0.0151
2002-01-31,0.62,0.32,12.52,12.47,0.0095
2002-01-31,0.5,0.34,10.13,10.94,0.0157
2002-02-01,0.2,0.27,8.26,16.46,0.0127
2002-02-01,0.22,0.19,8.76,16.58,0.0129
2002-02-01,0.37,0.31,13.97,16.94,0.0046
2002-02-01,0.43,0.31,16.34,19.75,0.0024
2002-02-01,0.63,0.32,13.05,14.86,0.0068
2002-02-01,0.24,0.37,11.45,11.79,0.0107
2002-02-01,0.41,0.33,8.02,9.54,0.0254
2002-02-01,0.21,0.27,11.15,13.58,0.0106
2002-02-01,0.21,0.31,5.7,9.88,0.0355
2002-02-01,0.38,0.45,6.5,8.55,0.0308
2002-02-01,0.17,0.3,4.72,8.95,0.0458
2002-02-01,0.46,0.54,9.98,10.32,0.0132
2002-02-01,0.39,0.58,9.24,7.76,0.0181
2002-02-01,0.16,0.44,10.86,10.57,0.012
2002-02-02,0.3,0.28,8.1,10.52,0.0238
2002-02-02,0.38,0.41,7.49,12.5,0.0186
2002-02-02,0.24,0.36,5.7,10.01,0.0331
2002-02-02,0.27,0.15,9.83,10.69,0.0207
2002-02-02,0.31,0.32,5.82,9.29,0.0371
2002-02-02,0.33,0.18,8.94,13.24,0.018
2002-02-02,0.32,0.3,7.22,9.97,0.0284
2002-02-02,0.45,0.26,9.06,11.1,0.0202
2002-02-02,0.49,0.3,6.61,10.35,0.0311
2002-02-02,0.52,0.15,7.05,10.7,0.0339
2002-02-02,0.65,0.3,6.14,11.35,0.0312
2002-02-02,0.49,0.22,11.19,9.45,0.0178
